,country,clusters,total
310,Lebanon,11,0.0
311,Lebanon,12,0.0
312,Luxembourg,0,0.0
313,Luxembourg,1,0.0
314,Luxembourg,2,0.0
315,Luxembourg,3,0.0
316,Luxembourg,4,0.0
317,Luxembourg,5,0.0
318,Luxembourg,6,0.0
319,Luxembourg,7,0.0
320,Luxembourg,8,0.0
321,Luxembourg,9,0.0
322,Luxembourg,10,0.0
323,Luxembourg,11,0.0
324,Luxembourg,12,0.0
325,Macedonia,0,0.0
326,Macedonia,1,0.0
327,Macedonia,2,0.0
328,Macedonia,3,0.0
329,Macedonia,4,0.0
330,Macedonia,5,0.0
331,Macedonia,6,0.0
332,Macedonia,7,0.0
333,Macedonia,8,0.0
334,Macedonia,9,0.0
335,Macedonia,10,0.0
336,Macedonia,11,0.0
337,Macedonia,12,0.0
338,Mexico,0,0.0
339,Mexico,1,0.0
340,Mexico,2,0.0
341,Mexico,3,0.0
342,Mexico,4,0.0
343,Mexico,5,0.0
344,Mexico,6,0.0
345,Mexico,7,0.0
346,Mexico,8,0.0
347,Mexico,9,0.0
348,Mexico,10,0.0
349,Mexico,11,0.0
350,Mexico,12,0.0
351,Moldova,0,0.0
352,Moldova,1,0.0
353,Moldova,2,0.0
354,Moldova,3,0.0
355,Moldova,4,0.0
356,Moldova,5,0.0
357,Moldova,6,0.0
358,Moldova,7,0.0
359,Moldova,8,0.0
360,Moldova,9,0.0
361,Moldova,10,0.0
362,Moldova,11,0.0
363,Moldova,12,0.0
364,Morocco,0,0.0
365,Morocco,1,0.0
366,Morocco,2,0.0
367,Morocco,3,0.0
368,Morocco,4,0.0
369,Morocco,5,0.0
370,Morocco,6,0.0
371,Morocco,7,0.0
372,Morocco,8,0.0
373,Morocco,9,0.0
374,Morocco,10,0.0
375,Morocco,11,0.0
376,Morocco,12,0.0
377,New Zealand,0,0.0
378,New Zealand,1,0.0
379,New Zealand,2,0.01
380,New Zealand,3,0.01
381,New Zealand,4,0.0
382,New Zealand,5,0.08
383,New Zealand,6,0.0
384,New Zealand,7,0.02
385,New Zealand,8,0.01
386,New Zealand,9,0.0
387,New Zealand,10,0.02
388,New Zealand,11,0.02
389,New Zealand,12,0.0
390,Peru,0,0.0
391,Peru,1,0.0
392,Peru,2,0.0
393,Peru,3,0.0
394,Peru,4,0.0
395,Peru,5,0.0
396,Peru,6,0.0
397,Peru,7,0.0
398,Peru,8,0.0
399,Peru,9,0.0
400,Peru,10,0.0
401,Peru,11,0.0
402,Peru,12,0.0
403,Portugal,0,0.26
404,Portugal,1,0.0
405,Portugal,2,0.01
406,Portugal,3,0.01
407,Portugal,4,0.21
408,Portugal,5,0.0
409,Portugal,6,0.0
410,Portugal,7,0.0
411,Portugal,8,0.07
412,Portugal,9,0.01
413,Portugal,10,0.03
414,Portugal,11,0.01
415,Portugal,12,0.01
416,Romania,0,0.0
417,Romania,1,0.0
418,Romania,2,0.0
419,Romania,3,0.0
420,Romania,4,0.0
421,Romania,5,0.0
422,Romania,6,0.0
423,Romania,7,0.0
424,Romania,8,0.0
425,Romania,9,0.0
426,Romania,10,0.0
427,Romania,11,0.0
428,Romania,12,0.0
429,Serbia,0,0.0
430,Serbia,1,0.0
431,Serbia,2,0.0
432,Serbia,3,0.0
433,Serbia,4,0.0
434,Serbia,5,0.0
435,Serbia,6,0.0
436,Serbia,7,0.0
437,Serbia,8,0.0
438,Serbia,9,0.0
439,Serbia,10,0.0
440,Serbia,11,0.0
441,Serbia,12,0.0
442,Slovakia,0,0.0
443,Slovakia,1,0.0
444,Slovakia,2,0.0
445,Slovakia,3,0.0
446,Slovakia,4,0.0
447,Slovakia,5,0.0
448,Slovakia,6,0.0
449,Slovakia,7,0.0
450,Slovakia,8,0.0
451,Slovakia,9,0.0
452,Slovakia,10,0.0
453,Slovakia,11,0.0
454,Slovakia,12,0.0
455,Slovenia,0,0.0
456,Slovenia,1,0.0
457,Slovenia,2,0.0
458,Slovenia,3,0.0
459,Slovenia,4,0.0
460,Slovenia,5,0.0
461,Slovenia,6,0.0
462,Slovenia,7,0.0
463,Slovenia,8,0.0
464,Slovenia,9,0.0
465,Slovenia,10,0.0
466,Slovenia,11,0.0
467,Slovenia,12,0.0
468,South Africa,0,0.0
469,South Africa,1,0.01
470,South Africa,2,0.02
471,South Africa,3,0.01
472,South Africa,4,0.0
473,South Africa,5,0.01
474,South Africa,6,0.01
475,South Africa,7,0.01
476,South Africa,8,0.01
477,South Africa,9,0.01
478,South Africa,10,0.0
479,South Africa,11,0.02
480,South Africa,12,0.01
481,Spain,0,0.0
482,Spain,1,0.01
483,Spain,2,0.08
484,Spain,3,0.02
485,Spain,4,0.0
486,Spain,5,0.01
487,Spain,6,0.31
488,Spain,7,0.01
489,Spain,8,0.08
490,Spain,9,0.02
491,Spain,10,0.01
492,Spain,11,0.04
493,Spain,12,0.03
494,Switzerland,0,0.0
495,Switzerland,1,0.0
496,Switzerland,2,0.0
497,Switzerland,3,0.0
498,Switzerland,4,0.0
499,Switzerland,5,0.0
500,Switzerland,6,0.0
501,Switzerland,7,0.0
502,Switzerland,8,0.0
503,Switzerland,9,0.0
504,Switzerland,10,0.0
505,Switzerland,11,0.0
506,Switzerland,12,0.0
507,Turkey,0,0.0
508,Turkey,1,0.0
509,Turkey,2,0.0
510,Turkey,3,0.0
511,Turkey,4,0.0
512,Turkey,5,0.0
513,Turkey,6,0.0
514,Turkey,7,0.0
515,Turkey,8,0.0
516,Turkey,9,0.0
517,Turkey,10,0.0
518,Turkey,11,0.0
519,Turkey,12,0.0
520,US,0,0.02
521,US,1,0.2
522,US,2,0.29
523,US,3,0.65
524,US,4,0.03
525,US,5,0.62
526,US,6,0.14
527,US,7,0.72
528,US,8,0.33
529,US,9,0.64
530,US,10,0.64
531,US,11,0.43
532,US,12,0.69
533,Ukraine,0,0.0
534,Ukraine,1,0.0
535,Ukraine,2,0.0
536,Ukraine,3,0.0
537,Ukraine,4,0.0
538,Ukraine,5,0.0
539,Ukraine,6,0.0
540,Ukraine,7,0.0
541,Ukraine,8,0.0
542,Ukraine,9,0.0
543,Ukraine,10,0.0
544,Ukraine,11,0.0
545,Ukraine,12,0.0
546,Uruguay,0,0.0
547,Uruguay,1,0.0
548,Uruguay,2,0.0
549,Uruguay,3,0.0
550,Uruguay,4,0.0
551,Uruguay,5,0.0
552,Uruguay,6,0.01
553,Uruguay,7,0.0
554,Uruguay,8,0.0
555,Uruguay,9,0.0
556,Uruguay,10,0.0
557,Uruguay,11,0.0
558,Uruguay,12,0.0
