,cluster,common_words
0,0,"wine, fruit, drink, acidity, ripe, tannin, character, rich, wood, fruity"
0,1,"aroma, palate, black, berry, cherry, plum, flavor, finish, tannin, spice"
0,2,"apple, flavor, citrus, lemon, peach, finish, palate, white, pear, wine"
0,3,"wine, cherry, flavor, cabernet, blackberry, tannin, fruit, oak, black, finish"
