,country,clusters,total
211,China,13,0.0
212,China,14,0.0
213,China,15,0.0
214,China,16,0.0
215,China,17,0.0
216,China,18,0.0
217,China,19,0.0
218,China,20,0.0
219,China,21,0.0
220,Croatia,0,0.0
221,Croatia,1,0.0
222,Croatia,2,0.0
223,Croatia,3,0.0
224,Croatia,4,0.0
225,Croatia,5,0.0
226,Croatia,6,0.0
227,Croatia,7,0.0
228,Croatia,8,0.0
229,Croatia,9,0.0
230,Croatia,10,0.0
231,Croatia,11,0.0
232,Croatia,12,0.0
233,Croatia,13,0.0
234,Croatia,14,0.0
235,Croatia,15,0.0
236,Croatia,16,0.0
237,Croatia,17,0.0
238,Croatia,18,0.0
239,Croatia,19,0.0
240,Croatia,20,0.0
241,Croatia,21,0.0
242,Cyprus,0,0.0
243,Cyprus,1,0.0
244,Cyprus,2,0.0
245,Cyprus,3,0.0
246,Cyprus,4,0.0
247,Cyprus,5,0.0
248,Cyprus,6,0.0
249,Cyprus,7,0.0
250,Cyprus,8,0.0
251,Cyprus,9,0.0
252,Cyprus,10,0.0
253,Cyprus,11,0.0
254,Cyprus,12,0.0
255,Cyprus,13,0.0
256,Cyprus,14,0.0
257,Cyprus,15,0.0
258,Cyprus,16,0.0
259,Cyprus,17,0.0
260,Cyprus,18,0.0
261,Cyprus,19,0.0
262,Cyprus,20,0.0
263,Cyprus,21,0.0
264,Czech Republic,0,0.0
265,Czech Republic,1,0.0
266,Czech Republic,2,0.0
267,Czech Republic,3,0.0
268,Czech Republic,4,0.0
269,Czech Republic,5,0.0
270,Czech Republic,6,0.0
271,Czech Republic,7,0.0
272,Czech Republic,8,0.0
273,Czech Republic,9,0.0
274,Czech Republic,10,0.0
275,Czech Republic,11,0.0
276,Czech Republic,12,0.0
277,Czech Republic,13,0.0
278,Czech Republic,14,0.0
279,Czech Republic,15,0.0
280,Czech Republic,16,0.0
281,Czech Republic,17,0.0
282,Czech Republic,18,0.0
283,Czech Republic,19,0.0
284,Czech Republic,20,0.0
285,Czech Republic,21,0.0
286,Egypt,0,0.0
287,Egypt,1,0.0
288,Egypt,2,0.0
289,Egypt,3,0.0
290,Egypt,4,0.0
291,Egypt,5,0.0
292,Egypt,6,0.0
293,Egypt,7,0.0
294,Egypt,8,0.0
295,Egypt,9,0.0
296,Egypt,10,0.0
297,Egypt,11,0.0
298,Egypt,12,0.0
299,Egypt,13,0.0
300,Egypt,14,0.0
301,Egypt,15,0.0
302,Egypt,16,0.0
303,Egypt,17,0.0
304,Egypt,18,0.0
305,Egypt,19,0.0
306,Egypt,20,0.0
307,Egypt,21,0.0
308,England,0,0.0
309,England,1,0.0
310,England,2,0.0
311,England,3,0.0
312,England,4,0.0
313,England,5,0.0
314,England,6,0.0
315,England,7,0.0
316,England,8,0.0
317,England,9,0.0
318,England,10,0.0
319,England,11,0.0
320,England,12,0.0
321,England,13,0.0
322,England,14,0.0
323,England,15,0.0
324,England,16,0.0
325,England,17,0.0
326,England,18,0.0
327,England,19,0.01
328,England,20,0.0
329,England,21,0.0
330,France,0,0.05
331,France,1,0.17
332,France,2,0.68
333,France,3,0.01
334,France,4,0.07
335,France,5,0.0
336,France,6,0.06
337,France,7,0.27
338,France,8,0.06
339,France,9,0.01
340,France,10,0.06
341,France,11,0.07
342,France,12,0.06
343,France,13,0.1
344,France,14,0.16
345,France,15,0.1
346,France,16,0.72
347,France,17,0.04
348,France,18,0.11
349,France,19,0.12
350,France,20,0.0
351,France,21,0.01
352,Georgia,0,0.0
353,Georgia,1,0.0
354,Georgia,2,0.0
355,Georgia,3,0.0
356,Georgia,4,0.0
357,Georgia,5,0.0
358,Georgia,6,0.0
359,Georgia,7,0.0
360,Georgia,8,0.0
361,Georgia,9,0.0
362,Georgia,10,0.0
363,Georgia,11,0.0
364,Georgia,12,0.0
365,Georgia,13,0.0
366,Georgia,14,0.0
367,Georgia,15,0.0
368,Georgia,16,0.0
369,Georgia,17,0.0
370,Georgia,18,0.0
371,Georgia,19,0.0
372,Georgia,20,0.0
373,Georgia,21,0.0
374,Germany,0,0.0
375,Germany,1,0.03
376,Germany,2,0.0
377,Germany,3,0.01
378,Germany,4,0.02
379,Germany,5,0.0
380,Germany,6,0.0
381,Germany,7,0.0
382,Germany,8,0.04
383,Germany,9,0.0
384,Germany,10,0.03
385,Germany,11,0.05
386,Germany,12,0.01
387,Germany,13,0.0
388,Germany,14,0.01
389,Germany,15,0.03
390,Germany,16,0.0
391,Germany,17,0.0
392,Germany,18,0.08
393,Germany,19,0.08
394,Germany,20,0.0
395,Germany,21,0.0
396,Greece,0,0.01
397,Greece,1,0.0
398,Greece,2,0.0
399,Greece,3,0.0
400,Greece,4,0.0
401,Greece,5,0.0
402,Greece,6,0.0
403,Greece,7,0.02
404,Greece,8,0.02
405,Greece,9,0.0
406,Greece,10,0.0
407,Greece,11,0.01
408,Greece,12,0.0
409,Greece,13,0.0
410,Greece,14,0.0
411,Greece,15,0.0
412,Greece,16,0.0
413,Greece,17,0.0
414,Greece,18,0.0
415,Greece,19,0.0
416,Greece,20,0.0
417,Greece,21,0.0
418,Hungary,0,0.0
419,Hungary,1,0.0
420,Hungary,2,0.0
421,Hungary,3,0.0
422,Hungary,4,0.0
423,Hungary,5,0.0
424,Hungary,6,0.0
425,Hungary,7,0.0
426,Hungary,8,0.01
427,Hungary,9,0.0
428,Hungary,10,0.0
429,Hungary,11,0.0
430,Hungary,12,0.0
431,Hungary,13,0.0
432,Hungary,14,0.0
433,Hungary,15,0.0
434,Hungary,16,0.0
435,Hungary,17,0.0
436,Hungary,18,0.0
437,Hungary,19,0.0
438,Hungary,20,0.0
439,Hungary,21,0.0
440,India,0,0.0
441,India,1,0.0
442,India,2,0.0
443,India,3,0.0
444,India,4,0.0
445,India,5,0.0
446,India,6,0.0
447,India,7,0.0
448,India,8,0.0
449,India,9,0.0
450,India,10,0.0
451,India,11,0.0
452,India,12,0.0
453,India,13,0.0
454,India,14,0.0
455,India,15,0.0
456,India,16,0.0
457,India,17,0.0
458,India,18,0.0
459,India,19,0.0
460,India,20,0.0
461,India,21,0.0
462,Israel,0,0.02
463,Israel,1,0.0
464,Israel,2,0.0
465,Israel,3,0.01
466,Israel,4,0.0
467,Israel,5,0.0
468,Israel,6,0.01
469,Israel,7,0.01
470,Israel,8,0.0
471,Israel,9,0.0
472,Israel,10,0.0
473,Israel,11,0.0
474,Israel,12,0.0
475,Israel,13,0.0
476,Israel,14,0.0
477,Israel,15,0.0
478,Israel,16,0.0
479,Israel,17,0.01
480,Israel,18,0.0
481,Israel,19,0.0
482,Israel,20,0.0
483,Israel,21,0.01
484,Italy,0,0.13
485,Italy,1,0.1
486,Italy,2,0.01
487,Italy,3,0.03
488,Italy,4,0.05
489,Italy,5,0.98
490,Italy,6,0.16
491,Italy,7,0.08
492,Italy,8,0.4
493,Italy,9,0.03
494,Italy,10,0.01
495,Italy,11,0.03
496,Italy,12,0.05
497,Italy,13,0.12
498,Italy,14,0.02
499,Italy,15,0.19
500,Italy,16,0.0
501,Italy,17,0.08
502,Italy,18,0.05
503,Italy,19,0.11
504,Italy,20,0.0
505,Italy,21,0.06
506,Lebanon,0,0.0
507,Lebanon,1,0.0
508,Lebanon,2,0.0
509,Lebanon,3,0.0
510,Lebanon,4,0.0
511,Lebanon,5,0.0
512,Lebanon,6,0.0
513,Lebanon,7,0.0
514,Lebanon,8,0.0
515,Lebanon,9,0.0
516,Lebanon,10,0.0
517,Lebanon,11,0.0
518,Lebanon,12,0.0
519,Lebanon,13,0.0
520,Lebanon,14,0.0
521,Lebanon,15,0.0
522,Lebanon,16,0.0
523,Lebanon,17,0.0
524,Lebanon,18,0.0
525,Lebanon,19,0.0
526,Lebanon,20,0.0
527,Lebanon,21,0.0
528,Luxembourg,0,0.0
529,Luxembourg,1,0.0
530,Luxembourg,2,0.0
531,Luxembourg,3,0.0
532,Luxembourg,4,0.0
533,Luxembourg,5,0.0
534,Luxembourg,6,0.0
535,Luxembourg,7,0.0
536,Luxembourg,8,0.0
537,Luxembourg,9,0.0
538,Luxembourg,10,0.0
539,Luxembourg,11,0.0
540,Luxembourg,12,0.0
541,Luxembourg,13,0.0
542,Luxembourg,14,0.0
543,Luxembourg,15,0.0
544,Luxembourg,16,0.0
545,Luxembourg,17,0.0
546,Luxembourg,18,0.0
547,Luxembourg,19,0.0
548,Luxembourg,20,0.0
549,Luxembourg,21,0.0
550,Macedonia,0,0.0
551,Macedonia,1,0.0
552,Macedonia,2,0.0
553,Macedonia,3,0.0
554,Macedonia,4,0.0
555,Macedonia,5,0.0
556,Macedonia,6,0.0
557,Macedonia,7,0.0
558,Macedonia,8,0.0
559,Macedonia,9,0.0
560,Macedonia,10,0.0
561,Macedonia,11,0.0
562,Macedonia,12,0.0
563,Macedonia,13,0.0
564,Macedonia,14,0.0
565,Macedonia,15,0.0
566,Macedonia,16,0.0
567,Macedonia,17,0.0
568,Macedonia,18,0.0
569,Macedonia,19,0.0
570,Macedonia,20,0.0
571,Macedonia,21,0.0
572,Mexico,0,0.0
573,Mexico,1,0.0
574,Mexico,2,0.0
575,Mexico,3,0.0
576,Mexico,4,0.0
577,Mexico,5,0.0
578,Mexico,6,0.0
579,Mexico,7,0.0
580,Mexico,8,0.0
581,Mexico,9,0.0
582,Mexico,10,0.0
583,Mexico,11,0.0
584,Mexico,12,0.0
585,Mexico,13,0.0
586,Mexico,14,0.0
587,Mexico,15,0.0
588,Mexico,16,0.0
589,Mexico,17,0.0
590,Mexico,18,0.0
591,Mexico,19,0.0
592,Mexico,20,0.0
593,Mexico,21,0.0
594,Moldova,0,0.0
595,Moldova,1,0.0
596,Moldova,2,0.0
597,Moldova,3,0.0
598,Moldova,4,0.0
599,Moldova,5,0.0
600,Moldova,6,0.0
601,Moldova,7,0.0
602,Moldova,8,0.0
603,Moldova,9,0.0
604,Moldova,10,0.0
605,Moldova,11,0.0
606,Moldova,12,0.0
607,Moldova,13,0.0
608,Moldova,14,0.0
609,Moldova,15,0.0
610,Moldova,16,0.0
611,Moldova,17,0.0
612,Moldova,18,0.0
613,Moldova,19,0.0
614,Moldova,20,0.0
615,Moldova,21,0.0
616,Morocco,0,0.0
617,Morocco,1,0.0
618,Morocco,2,0.0
619,Morocco,3,0.0
620,Morocco,4,0.0
621,Morocco,5,0.0
622,Morocco,6,0.0
623,Morocco,7,0.0
624,Morocco,8,0.0
625,Morocco,9,0.0
626,Morocco,10,0.0
627,Morocco,11,0.0
628,Morocco,12,0.0
629,Morocco,13,0.0
630,Morocco,14,0.0
631,Morocco,15,0.0
632,Morocco,16,0.0
633,Morocco,17,0.0
634,Morocco,18,0.0
635,Morocco,19,0.0
636,Morocco,20,0.0
637,Morocco,21,0.0
638,New Zealand,0,0.01
639,New Zealand,1,0.01
640,New Zealand,2,0.0
641,New Zealand,3,0.01
642,New Zealand,4,0.08
643,New Zealand,5,0.0
644,New Zealand,6,0.0
645,New Zealand,7,0.0
646,New Zealand,8,0.01
647,New Zealand,9,0.0
648,New Zealand,10,0.06
649,New Zealand,11,0.0
650,New Zealand,12,0.0
651,New Zealand,13,0.01
652,New Zealand,14,0.01
653,New Zealand,15,0.03
654,New Zealand,16,0.0
655,New Zealand,17,0.0
656,New Zealand,18,0.01
657,New Zealand,19,0.01
658,New Zealand,20,0.0
659,New Zealand,21,0.0
660,Peru,0,0.0
661,Peru,1,0.0
662,Peru,2,0.0
663,Peru,3,0.0
664,Peru,4,0.0
665,Peru,5,0.0
666,Peru,6,0.0
667,Peru,7,0.0
668,Peru,8,0.0
669,Peru,9,0.0
670,Peru,10,0.0
671,Peru,11,0.0
672,Peru,12,0.0
673,Peru,13,0.0
674,Peru,14,0.0
675,Peru,15,0.0
676,Peru,16,0.0
677,Peru,17,0.0
678,Peru,18,0.0
679,Peru,19,0.0
680,Peru,20,0.0
681,Peru,21,0.0
682,Portugal,0,0.01
683,Portugal,1,0.02
684,Portugal,2,0.26
685,Portugal,3,0.0
686,Portugal,4,0.0
687,Portugal,5,0.0
688,Portugal,6,0.01
689,Portugal,7,0.06
690,Portugal,8,0.01
691,Portugal,9,0.0
692,Portugal,10,0.01
693,Portugal,11,0.01
694,Portugal,12,0.03
695,Portugal,13,0.03
696,Portugal,14,0.03
697,Portugal,15,0.01
698,Portugal,16,0.22
699,Portugal,17,0.01
700,Portugal,18,0.02
701,Portugal,19,0.01
702,Portugal,20,0.0
703,Portugal,21,0.01
704,Romania,0,0.0
705,Romania,1,0.0
706,Romania,2,0.0
707,Romania,3,0.0
708,Romania,4,0.0
709,Romania,5,0.0
710,Romania,6,0.0
711,Romania,7,0.0
712,Romania,8,0.0
713,Romania,9,0.0
714,Romania,10,0.0
715,Romania,11,0.0
716,Romania,12,0.0
717,Romania,13,0.0
718,Romania,14,0.0
719,Romania,15,0.0
720,Romania,16,0.0
721,Romania,17,0.0
722,Romania,18,0.0
723,Romania,19,0.0
724,Romania,20,0.0
725,Romania,21,0.0
726,Serbia,0,0.0
727,Serbia,1,0.0
728,Serbia,2,0.0
729,Serbia,3,0.0
730,Serbia,4,0.0
731,Serbia,5,0.0
732,Serbia,6,0.0
733,Serbia,7,0.0
734,Serbia,8,0.0
735,Serbia,9,0.0
736,Serbia,10,0.0
737,Serbia,11,0.0
738,Serbia,12,0.0
739,Serbia,13,0.0
740,Serbia,14,0.0
741,Serbia,15,0.0
742,Serbia,16,0.0
743,Serbia,17,0.0
744,Serbia,18,0.0
745,Serbia,19,0.0
746,Serbia,20,0.0
747,Serbia,21,0.0
748,Slovakia,0,0.0
749,Slovakia,1,0.0
750,Slovakia,2,0.0
751,Slovakia,3,0.0
752,Slovakia,4,0.0
753,Slovakia,5,0.0
754,Slovakia,6,0.0
755,Slovakia,7,0.0
756,Slovakia,8,0.0
757,Slovakia,9,0.0
758,Slovakia,10,0.0
759,Slovakia,11,0.0
760,Slovakia,12,0.0
761,Slovakia,13,0.0
762,Slovakia,14,0.0
763,Slovakia,15,0.0
764,Slovakia,16,0.0
765,Slovakia,17,0.0
766,Slovakia,18,0.0
767,Slovakia,19,0.0
768,Slovakia,20,0.0
769,Slovakia,21,0.0
770,Slovenia,0,0.0
771,Slovenia,1,0.0
772,Slovenia,2,0.0
773,Slovenia,3,0.0
774,Slovenia,4,0.0
775,Slovenia,5,0.0
776,Slovenia,6,0.0
777,Slovenia,7,0.0
778,Slovenia,8,0.0
779,Slovenia,9,0.0
780,Slovenia,10,0.0
781,Slovenia,11,0.0
782,Slovenia,12,0.0
783,Slovenia,13,0.0
784,Slovenia,14,0.0
785,Slovenia,15,0.0
786,Slovenia,16,0.0
787,Slovenia,17,0.0
788,Slovenia,18,0.0
789,Slovenia,19,0.0
790,Slovenia,20,0.0
791,Slovenia,21,0.0
792,South Africa,0,0.03
793,South Africa,1,0.01
794,South Africa,2,0.0
795,South Africa,3,0.0
796,South Africa,4,0.01
797,South Africa,5,0.0
798,South Africa,6,0.01
799,South Africa,7,0.02
800,South Africa,8,0.02
801,South Africa,9,0.01
802,South Africa,10,0.0
803,South Africa,11,0.02
804,South Africa,12,0.0
805,South Africa,13,0.01
806,South Africa,14,0.0
807,South Africa,15,0.01
808,South Africa,16,0.0
809,South Africa,17,0.01
810,South Africa,18,0.02
811,South Africa,19,0.02
812,South Africa,20,0.0
813,South Africa,21,0.01
814,Spain,0,0.04
815,Spain,1,0.02
816,Spain,2,0.0
817,Spain,3,0.01
818,Spain,4,0.01
819,Spain,5,0.0
820,Spain,6,0.02
821,Spain,7,0.06
822,Spain,8,0.06
823,Spain,9,0.34
824,Spain,10,0.0
825,Spain,11,0.03
826,Spain,12,0.04
827,Spain,13,0.02
828,Spain,14,0.01
829,Spain,15,0.03
830,Spain,16,0.0
831,Spain,17,0.07
832,Spain,18,0.07
833,Spain,19,0.09
834,Spain,20,0.0
835,Spain,21,0.0
836,Switzerland,0,0.0
837,Switzerland,1,0.0
838,Switzerland,2,0.0
839,Switzerland,3,0.0
840,Switzerland,4,0.0
841,Switzerland,5,0.0
842,Switzerland,6,0.0
843,Switzerland,7,0.0
844,Switzerland,8,0.0
845,Switzerland,9,0.0
846,Switzerland,10,0.0
847,Switzerland,11,0.0
848,Switzerland,12,0.0
849,Switzerland,13,0.0
850,Switzerland,14,0.0
851,Switzerland,15,0.0
852,Switzerland,16,0.0
853,Switzerland,17,0.0
854,Switzerland,18,0.0
855,Switzerland,19,0.0
856,Switzerland,20,0.0
857,Switzerland,21,0.0
858,Turkey,0,0.0
859,Turkey,1,0.0
860,Turkey,2,0.0
861,Turkey,3,0.0
862,Turkey,4,0.0
863,Turkey,5,0.0
864,Turkey,6,0.0
865,Turkey,7,0.0
866,Turkey,8,0.0
867,Turkey,9,0.0
868,Turkey,10,0.0
869,Turkey,11,0.0
870,Turkey,12,0.0
871,Turkey,13,0.0
872,Turkey,14,0.0
873,Turkey,15,0.0
874,Turkey,16,0.0
875,Turkey,17,0.0
876,Turkey,18,0.0
877,Turkey,19,0.0
878,Turkey,20,0.0
879,Turkey,21,0.0
880,US,0,0.6
881,US,1,0.45
882,US,2,0.01
883,US,3,0.86
884,US,4,0.63
885,US,5,0.02
886,US,6,0.64
887,US,7,0.35
888,US,8,0.27
889,US,9,0.09
890,US,10,0.75
891,US,11,0.69
892,US,12,0.73
893,US,13,0.65
894,US,14,0.64
895,US,15,0.48
896,US,16,0.01
897,US,17,0.68
898,US,18,0.48
899,US,19,0.35
900,US,20,1.0
901,US,21,0.87
902,Ukraine,0,0.0
903,Ukraine,1,0.0
904,Ukraine,2,0.0
905,Ukraine,3,0.0
906,Ukraine,4,0.0
907,Ukraine,5,0.0
908,Ukraine,6,0.0
909,Ukraine,7,0.0
910,Ukraine,8,0.0
911,Ukraine,9,0.0
912,Ukraine,10,0.0
913,Ukraine,11,0.0
914,Ukraine,12,0.0
915,Ukraine,13,0.0
916,Ukraine,14,0.0
917,Ukraine,15,0.0
918,Ukraine,16,0.0
919,Ukraine,17,0.0
920,Ukraine,18,0.0
921,Ukraine,19,0.0
922,Ukraine,20,0.0
923,Ukraine,21,0.0
924,Uruguay,0,0.0
925,Uruguay,1,0.0
926,Uruguay,2,0.0
927,Uruguay,3,0.0
928,Uruguay,4,0.0
929,Uruguay,5,0.0
930,Uruguay,6,0.0
931,Uruguay,7,0.0
932,Uruguay,8,0.0
933,Uruguay,9,0.01
934,Uruguay,10,0.0
935,Uruguay,11,0.0
936,Uruguay,12,0.0
937,Uruguay,13,0.0
938,Uruguay,14,0.0
939,Uruguay,15,0.0
940,Uruguay,16,0.0
941,Uruguay,17,0.0
942,Uruguay,18,0.0
943,Uruguay,19,0.0
944,Uruguay,20,0.0
945,Uruguay,21,0.0
