,cluster,common_words
0,0,"bodied, full bodied, full, medium bodied, medium, wine, bodied wine, flavor, fruit, finish"
0,1,"wine, fruit, drink, acidity, ripe, tannin, character, rich, wood, fruity"
0,2,"aroma, black, palate, berry, cherry, plum, finish, flavor, tannin, note"
0,3,"apple, flavor, citrus, lemon, peach, palate, white, finish, pear, acidity"
0,4,"flavor, cherry, wine, cabernet, oak, fruit, blackberry, tannin, sweet, blend"
