,country,clusters,total
0,Argentina,0,0.02
1,Argentina,1,0.02
2,Argentina,2,0.0
3,Argentina,3,0.0
4,Argentina,4,0.0
5,Argentina,5,0.19
6,Argentina,6,0.03
7,Argentina,7,0.03
8,Argentina,8,0.03
9,Argentina,9,0.0
10,Argentina,10,0.0
11,Argentina,11,0.0
12,Argentina,12,0.01
13,Argentina,13,0.01
14,Armenia,0,0.0
15,Armenia,1,0.0
16,Armenia,2,0.0
17,Armenia,3,0.0
18,Armenia,4,0.0
19,Armenia,5,0.0
20,Armenia,6,0.0
21,Armenia,7,0.0
22,Armenia,8,0.0
23,Armenia,9,0.0
24,Armenia,10,0.0
25,Armenia,11,0.0
26,Armenia,12,0.0
27,Armenia,13,0.0
28,Australia,0,0.01
29,Australia,1,0.02
30,Australia,2,0.0
31,Australia,3,0.0
32,Australia,4,0.0
33,Australia,5,0.01
34,Australia,6,0.02
35,Australia,7,0.02
36,Australia,8,0.01
37,Australia,9,0.0
38,Australia,10,0.01
39,Australia,11,0.01
40,Australia,12,0.02
41,Australia,13,0.08
42,Austria,0,0.03
43,Austria,1,0.02
44,Austria,2,0.04
45,Austria,3,0.0
46,Austria,4,0.02
47,Austria,5,0.0
48,Austria,6,0.0
49,Austria,7,0.07
50,Austria,8,0.0
51,Austria,9,0.03
52,Austria,10,0.0
53,Austria,11,0.04
54,Austria,12,0.01
55,Austria,13,0.01
56,Bosnia and Herzegovina,0,0.0
57,Bosnia and Herzegovina,1,0.0
58,Bosnia and Herzegovina,2,0.0
59,Bosnia and Herzegovina,3,0.0
60,Bosnia and Herzegovina,4,0.0
61,Bosnia and Herzegovina,5,0.0
62,Bosnia and Herzegovina,6,0.0
63,Bosnia and Herzegovina,7,0.0
64,Bosnia and Herzegovina,8,0.0
65,Bosnia and Herzegovina,9,0.0
66,Bosnia and Herzegovina,10,0.0
67,Bosnia and Herzegovina,11,0.0
68,Bosnia and Herzegovina,12,0.0
69,Bosnia and Herzegovina,13,0.0
70,Brazil,0,0.0
71,Brazil,1,0.0
72,Brazil,2,0.0
73,Brazil,3,0.0
74,Brazil,4,0.0
75,Brazil,5,0.0
76,Brazil,6,0.0
77,Brazil,7,0.0
78,Brazil,8,0.0
79,Brazil,9,0.0
80,Brazil,10,0.0
81,Brazil,11,0.0
82,Brazil,12,0.0
83,Brazil,13,0.0
84,Bulgaria,0,0.0
85,Bulgaria,1,0.0
86,Bulgaria,2,0.0
87,Bulgaria,3,0.0
88,Bulgaria,4,0.0
89,Bulgaria,5,0.0
90,Bulgaria,6,0.0
91,Bulgaria,7,0.0
92,Bulgaria,8,0.0
93,Bulgaria,9,0.0
94,Bulgaria,10,0.0
95,Bulgaria,11,0.0
96,Bulgaria,12,0.0
97,Bulgaria,13,0.0
98,Canada,0,0.0
99,Canada,1,0.0
100,Canada,2,0.0
101,Canada,3,0.0
102,Canada,4,0.0
103,Canada,5,0.0
104,Canada,6,0.0
105,Canada,7,0.0
106,Canada,8,0.0
107,Canada,9,0.0
108,Canada,10,0.01
109,Canada,11,0.0
110,Canada,12,0.0
111,Canada,13,0.0
112,Chile,0,0.02
113,Chile,1,0.01
114,Chile,2,0.0
115,Chile,3,0.0
116,Chile,4,0.0
117,Chile,5,0.2
118,Chile,6,0.04
119,Chile,7,0.05
120,Chile,8,0.02
121,Chile,9,0.0
122,Chile,10,0.0
123,Chile,11,0.0
124,Chile,12,0.01
125,Chile,13,0.01
126,China,0,0.0
127,China,1,0.0
128,China,2,0.0
129,China,3,0.0
130,China,4,0.0
131,China,5,0.0
132,China,6,0.0
133,China,7,0.0
134,China,8,0.0
135,China,9,0.0
136,China,10,0.0
137,China,11,0.0
138,China,12,0.0
139,China,13,0.0
140,Croatia,0,0.0
141,Croatia,1,0.0
142,Croatia,2,0.0
143,Croatia,3,0.0
144,Croatia,4,0.0
145,Croatia,5,0.0
146,Croatia,6,0.0
147,Croatia,7,0.0
148,Croatia,8,0.0
149,Croatia,9,0.0
150,Croatia,10,0.0
151,Croatia,11,0.0
152,Croatia,12,0.0
153,Croatia,13,0.0
154,Cyprus,0,0.0
155,Cyprus,1,0.0
156,Cyprus,2,0.0
157,Cyprus,3,0.0
158,Cyprus,4,0.0
159,Cyprus,5,0.0
160,Cyprus,6,0.0
161,Cyprus,7,0.0
162,Cyprus,8,0.0
163,Cyprus,9,0.0
164,Cyprus,10,0.0
165,Cyprus,11,0.0
166,Cyprus,12,0.0
167,Cyprus,13,0.0
168,Czech Republic,0,0.0
169,Czech Republic,1,0.0
170,Czech Republic,2,0.0
171,Czech Republic,3,0.0
172,Czech Republic,4,0.0
173,Czech Republic,5,0.0
174,Czech Republic,6,0.0
175,Czech Republic,7,0.0
176,Czech Republic,8,0.0
177,Czech Republic,9,0.0
178,Czech Republic,10,0.0
179,Czech Republic,11,0.0
180,Czech Republic,12,0.0
181,Czech Republic,13,0.0
182,Egypt,0,0.0
183,Egypt,1,0.0
184,Egypt,2,0.0
185,Egypt,3,0.0
186,Egypt,4,0.0
187,Egypt,5,0.0
188,Egypt,6,0.0
189,Egypt,7,0.0
190,Egypt,8,0.0
191,Egypt,9,0.0
192,Egypt,10,0.0
193,Egypt,11,0.0
194,Egypt,12,0.0
195,Egypt,13,0.0
196,England,0,0.0
197,England,1,0.0
198,England,2,0.0
199,England,3,0.0
200,England,4,0.0
201,England,5,0.0
202,England,6,0.0
203,England,7,0.0
204,England,8,0.0
205,England,9,0.0
206,England,10,0.0
207,England,11,0.0
208,England,12,0.0
209,England,13,0.0
210,France,0,0.06
211,France,1,0.03
212,France,2,0.63
213,France,3,0.0
214,France,4,0.66
215,France,5,0.03
216,France,6,0.05
217,France,7,0.11
218,France,8,0.01
219,France,9,0.65
220,France,10,0.01
221,France,11,0.5
222,France,12,0.04
223,France,13,0.12
224,Georgia,0,0.0
225,Georgia,1,0.0
226,Georgia,2,0.0
227,Georgia,3,0.0
228,Georgia,4,0.0
229,Georgia,5,0.0
230,Georgia,6,0.0
231,Georgia,7,0.0
232,Georgia,8,0.0
233,Georgia,9,0.0
234,Georgia,10,0.0
235,Georgia,11,0.0
236,Georgia,12,0.0
237,Georgia,13,0.0
238,Germany,0,0.07
239,Germany,1,0.0
240,Germany,2,0.0
241,Germany,3,0.0
242,Germany,4,0.0
243,Germany,5,0.0
244,Germany,6,0.0
245,Germany,7,0.05
246,Germany,8,0.0
247,Germany,9,0.0
248,Germany,10,0.0
249,Germany,11,0.0
250,Germany,12,0.02
251,Germany,13,0.01
252,Greece,0,0.01
253,Greece,1,0.01
254,Greece,2,0.0
255,Greece,3,0.0
256,Greece,4,0.0
257,Greece,5,0.0
258,Greece,6,0.0
259,Greece,7,0.0
260,Greece,8,0.0
261,Greece,9,0.0
262,Greece,10,0.0
263,Greece,11,0.0
264,Greece,12,0.0
265,Greece,13,0.0
266,Hungary,0,0.0
267,Hungary,1,0.0
268,Hungary,2,0.0
269,Hungary,3,0.0
270,Hungary,4,0.0
271,Hungary,5,0.0
272,Hungary,6,0.0
273,Hungary,7,0.0
274,Hungary,8,0.0
275,Hungary,9,0.0
276,Hungary,10,0.0
277,Hungary,11,0.0
278,Hungary,12,0.0
279,Hungary,13,0.0
280,India,0,0.0
281,India,1,0.0
282,India,2,0.0
283,India,3,0.0
284,India,4,0.0
285,India,5,0.0
286,India,6,0.0
287,India,7,0.0
288,India,8,0.0
289,India,9,0.0
290,India,10,0.0
291,India,11,0.0
292,India,12,0.0
293,India,13,0.0
294,Israel,0,0.0
