,cluster,common_words
0,0,"apple, flavor, citrus, lemon, peach, finish, palate, wine, white, acidity"
0,1,"cherry, aroma, black, flavor, palate, finish, berry, tannin, fruit, plum"
0,2,"wine, fruit, drink, tannin, acidity, ripe, rich, flavor, year, red"
