,country,clusters,total
0,Argentina,0,0.02
1,Argentina,1,0.01
2,Argentina,2,0.0
3,Argentina,3,0.25
4,Argentina,4,0.02
5,Argentina,5,0.03
6,Argentina,6,0.0
7,Argentina,7,0.0
8,Argentina,8,0.02
9,Argentina,9,0.01
10,Argentina,10,0.02
11,Argentina,11,0.01
12,Armenia,0,0.0
13,Armenia,1,0.0
14,Armenia,2,0.0
15,Armenia,3,0.0
16,Armenia,4,0.0
17,Armenia,5,0.0
18,Armenia,6,0.0
19,Armenia,7,0.0
20,Armenia,8,0.0
21,Armenia,9,0.0
22,Armenia,10,0.0
23,Armenia,11,0.0
24,Australia,0,0.01
25,Australia,1,0.01
26,Australia,2,0.0
27,Australia,3,0.01
28,Australia,4,0.02
29,Australia,5,0.01
30,Australia,6,0.0
31,Australia,7,0.0
32,Australia,8,0.01
33,Australia,9,0.02
34,Australia,10,0.01
35,Australia,11,0.08
36,Austria,0,0.06
37,Austria,1,0.05
38,Austria,2,0.05
39,Austria,3,0.0
40,Austria,4,0.05
41,Austria,5,0.02
42,Austria,6,0.01
43,Austria,7,0.02
44,Austria,8,0.0
45,Austria,9,0.02
46,Austria,10,0.0
47,Austria,11,0.01
48,Bosnia and Herzegovina,0,0.0
49,Bosnia and Herzegovina,1,0.0
50,Bosnia and Herzegovina,2,0.0
51,Bosnia and Herzegovina,3,0.0
52,Bosnia and Herzegovina,4,0.0
53,Bosnia and Herzegovina,5,0.0
54,Bosnia and Herzegovina,6,0.0
55,Bosnia and Herzegovina,7,0.0
56,Bosnia and Herzegovina,8,0.0
57,Bosnia and Herzegovina,9,0.0
58,Bosnia and Herzegovina,10,0.0
59,Bosnia and Herzegovina,11,0.0
60,Brazil,0,0.0
61,Brazil,1,0.0
62,Brazil,2,0.0
63,Brazil,3,0.0
64,Brazil,4,0.0
65,Brazil,5,0.0
66,Brazil,6,0.0
67,Brazil,7,0.0
68,Brazil,8,0.0
69,Brazil,9,0.0
70,Brazil,10,0.0
71,Brazil,11,0.0
72,Bulgaria,0,0.0
73,Bulgaria,1,0.0
74,Bulgaria,2,0.0
75,Bulgaria,3,0.0
76,Bulgaria,4,0.0
77,Bulgaria,5,0.0
78,Bulgaria,6,0.0
79,Bulgaria,7,0.0
80,Bulgaria,8,0.0
81,Bulgaria,9,0.0
82,Bulgaria,10,0.0
83,Bulgaria,11,0.0
84,Canada,0,0.0
85,Canada,1,0.0
86,Canada,2,0.0
87,Canada,3,0.0
88,Canada,4,0.0
89,Canada,5,0.0
90,Canada,6,0.0
91,Canada,7,0.0
92,Canada,8,0.0
93,Canada,9,0.0
94,Canada,10,0.0
95,Canada,11,0.0
96,Chile,0,0.04
