,country,clusters,total
0,Argentina,0,0.02
1,Argentina,1,0.01
2,Argentina,2,0.0
3,Argentina,3,0.25
4,Argentina,4,0.03
5,Argentina,5,0.0
6,Argentina,6,0.0
7,Argentina,7,0.0
8,Argentina,8,0.02
9,Argentina,9,0.01
10,Argentina,10,0.02
11,Argentina,11,0.01
12,Argentina,12,0.01
13,Argentina,13,0.04
14,Argentina,14,0.0
15,Argentina,15,0.04
16,Argentina,16,0.0
17,Armenia,0,0.0
18,Armenia,1,0.0
19,Armenia,2,0.0
20,Armenia,3,0.0
21,Armenia,4,0.0
22,Armenia,5,0.0
23,Armenia,6,0.0
24,Armenia,7,0.0
25,Armenia,8,0.0
26,Armenia,9,0.0
27,Armenia,10,0.0
28,Armenia,11,0.0
29,Armenia,12,0.0
30,Armenia,13,0.0
31,Armenia,14,0.0
32,Armenia,15,0.0
33,Armenia,16,0.0
34,Australia,0,0.01
35,Australia,1,0.0
36,Australia,2,0.01
37,Australia,3,0.01
38,Australia,4,0.02
39,Australia,5,0.0
40,Australia,6,0.0
41,Australia,7,0.0
42,Australia,8,0.01
43,Australia,9,0.03
44,Australia,10,0.01
45,Australia,11,0.07
46,Australia,12,0.03
47,Australia,13,0.01
48,Australia,14,0.0
49,Australia,15,0.03
50,Australia,16,0.0
51,Austria,0,0.06
52,Austria,1,0.01
53,Austria,2,0.09
54,Austria,3,0.0
55,Austria,4,0.03
56,Austria,5,0.0
57,Austria,6,0.0
58,Austria,7,0.0
59,Austria,8,0.0
60,Austria,9,0.01
61,Austria,10,0.0
62,Austria,11,0.01
63,Austria,12,0.02
64,Austria,13,0.01
65,Austria,14,0.04
66,Austria,15,0.0
67,Austria,16,0.02
68,Bosnia and Herzegovina,0,0.0
69,Bosnia and Herzegovina,1,0.0
70,Bosnia and Herzegovina,2,0.0
71,Bosnia and Herzegovina,3,0.0
72,Bosnia and Herzegovina,4,0.0
73,Bosnia and Herzegovina,5,0.0
74,Bosnia and Herzegovina,6,0.0
75,Bosnia and Herzegovina,7,0.0
76,Bosnia and Herzegovina,8,0.0
77,Bosnia and Herzegovina,9,0.0
78,Bosnia and Herzegovina,10,0.0
79,Bosnia and Herzegovina,11,0.0
80,Bosnia and Herzegovina,12,0.0
81,Bosnia and Herzegovina,13,0.0
82,Bosnia and Herzegovina,14,0.0
83,Bosnia and Herzegovina,15,0.0
84,Bosnia and Herzegovina,16,0.0
85,Brazil,0,0.0
86,Brazil,1,0.0
87,Brazil,2,0.0
88,Brazil,3,0.0
89,Brazil,4,0.0
90,Brazil,5,0.0
91,Brazil,6,0.0
92,Brazil,7,0.0
93,Brazil,8,0.0
94,Brazil,9,0.0
95,Brazil,10,0.0
