,country,province,region_1,variety,points
0,Argentina,Mendoza Province,Agrelo,Bonarda,88.57142857142857
1,Argentina,Mendoza Province,Agrelo,Bordeaux-style Red Blend,85.5
2,Argentina,Mendoza Province,Agrelo,Cabernet Franc,90.0
3,Argentina,Mendoza Province,Agrelo,Cabernet Sauvignon,86.91666666666667
4,Argentina,Mendoza Province,Agrelo,Chardonnay,84.5
5,Argentina,Mendoza Province,Agrelo,Malbec,89.27777777777777
6,Argentina,Mendoza Province,Agrelo,Petit Verdot,90.0
7,Argentina,Mendoza Province,Agrelo,Red Blend,92.0
8,Argentina,Mendoza Province,Altos de Mendoza,Malbec,86.0
9,Argentina,Mendoza Province,La Consulta,Bordeaux-style Red Blend,88.0
10,Argentina,Mendoza Province,La Consulta,Cabernet Franc,87.0
11,Argentina,Mendoza Province,La Consulta,Cabernet Sauvignon,87.0
12,Argentina,Mendoza Province,La Consulta,Malbec,90.06451612903226
13,Argentina,Mendoza Province,La Consulta,Petit Verdot,89.0
14,Argentina,Mendoza Province,La Consulta,Pinot Noir,85.33333333333333
15,Argentina,Mendoza Province,La Consulta,Red Blend,91.5
16,Argentina,Mendoza Province,La Consulta,Tempranillo,85.0
17,Argentina,Mendoza Province,Luján de Cuyo,Bonarda,85.66666666666667
18,Argentina,Mendoza Province,Luján de Cuyo,Bordeaux-style Red Blend,90.4
19,Argentina,Mendoza Province,Luján de Cuyo,Cabernet Blend,88.33333333333333
20,Argentina,Mendoza Province,Luján de Cuyo,Cabernet Franc,83.0
21,Argentina,Mendoza Province,Luján de Cuyo,Cabernet Sauvignon,87.06896551724138
22,Argentina,Mendoza Province,Luján de Cuyo,Chardonnay,83.5
23,Argentina,Mendoza Province,Luján de Cuyo,Malbec,88.82474226804123
24,Argentina,Mendoza Province,Luján de Cuyo,Malbec Blend,89.0
25,Argentina,Mendoza Province,Luján de Cuyo,Malbec-Cabernet,93.0
26,Argentina,Mendoza Province,Luján de Cuyo,Malbec-Cabernet Franc,86.0
27,Argentina,Mendoza Province,Luján de Cuyo,Malbec-Cabernet Sauvignon,90.6
28,Argentina,Mendoza Province,Luján de Cuyo,Nebbiolo,88.75
29,Argentina,Mendoza Province,Luján de Cuyo,Petit Verdot,92.0
30,Argentina,Mendoza Province,Luján de Cuyo,Red Blend,89.0
31,Argentina,Mendoza Province,Luján de Cuyo,Riesling,86.0
32,Argentina,Mendoza Province,Luján de Cuyo,Rosé,83.33333333333333
33,Argentina,Mendoza Province,Luján de Cuyo,Sauvignon Blanc,87.0
34,Argentina,Mendoza Province,Luján de Cuyo,Syrah,86.0
35,Argentina,Mendoza Province,Luján de Cuyo,Torrontés,84.0
36,Argentina,Mendoza Province,Luján de Cuyo,Viognier,85.5
37,Argentina,Mendoza Province,Luján de Cuyo,White Blend,84.0
38,Argentina,Mendoza Province,Maipú,Bonarda,83.0
39,Argentina,Mendoza Province,Maipú,Cabernet Sauvignon,85.4
40,Argentina,Mendoza Province,Maipú,Chardonnay,83.5
41,Argentina,Mendoza Province,Maipú,Malbec,87.0
42,Argentina,Mendoza Province,Maipú,Merlot,84.0
43,Argentina,Mendoza Province,Maipú,Pinot Noir,85.33333333333333
44,Argentina,Mendoza Province,Maipú,Torrontés,82.0
45,Argentina,Mendoza Province,Maipú,White Blend,81.0
46,Argentina,Mendoza Province,Medrano,Malbec,88.0
47,Argentina,Mendoza Province,Mendoza,Bonarda,86.5
48,Argentina,Mendoza Province,Mendoza,Bordeaux-style Red Blend,89.91666666666667
49,Argentina,Mendoza Province,Mendoza,Bordeaux-style White Blend,83.0
50,Argentina,Mendoza Province,Mendoza,Cabernet Blend,88.2
51,Argentina,Mendoza Province,Mendoza,Cabernet Franc,90.29411764705883
52,Argentina,Mendoza Province,Mendoza,Cabernet Franc-Cabernet Sauvignon,90.5
53,Argentina,Mendoza Province,Mendoza,Cabernet Franc-Malbec,91.0
54,Argentina,Mendoza Province,Mendoza,Cabernet Sauvignon,86.07365439093485
55,Argentina,Mendoza Province,Mendoza,Cabernet Sauvignon-Malbec,86.4
56,Argentina,Mendoza Province,Mendoza,Cabernet Sauvignon-Merlot,85.0
57,Argentina,Mendoza Province,Mendoza,Cabernet Sauvignon-Shiraz,88.0
58,Argentina,Mendoza Province,Mendoza,Cabernet-Malbec,86.0
59,Argentina,Mendoza Province,Mendoza,Cabernet-Syrah,88.0
60,Argentina,Mendoza Province,Mendoza,Champagne Blend,84.83333333333333
61,Argentina,Mendoza Province,Mendoza,Chardonnay,84.95833333333333
62,Argentina,Mendoza Province,Mendoza,Chardonnay-Sauvignon,84.5
63,Argentina,Mendoza Province,Mendoza,Chardonnay-Semillon,81.0
64,Argentina,Mendoza Province,Mendoza,Chardonnay-Viognier,85.16666666666667
65,Argentina,Mendoza Province,Mendoza,Chenin Blanc,84.0
66,Argentina,Mendoza Province,Mendoza,Chenin Blanc-Chardonnay,85.8
67,Argentina,Mendoza Province,Mendoza,Malbec,87.06588735387885
68,Argentina,Mendoza Province,Mendoza,Malbec Blend,92.0
69,Argentina,Mendoza Province,Mendoza,Malbec-Bonarda,87.0
70,Argentina,Mendoza Province,Mendoza,Malbec-Cabernet,93.0
71,Argentina,Mendoza Province,Mendoza,Malbec-Cabernet Franc,90.6
72,Argentina,Mendoza Province,Mendoza,Malbec-Cabernet Sauvignon,88.42105263157895
73,Argentina,Mendoza Province,Mendoza,Malbec-Merlot,84.33333333333333
74,Argentina,Mendoza Province,Mendoza,Malbec-Petit Verdot,91.0
75,Argentina,Mendoza Province,Mendoza,Malbec-Syrah,85.46153846153847
76,Argentina,Mendoza Province,Mendoza,Merlot,84.8157894736842
77,Argentina,Mendoza Province,Mendoza,Merlot-Cabernet Franc,87.0
78,Argentina,Mendoza Province,Mendoza,Moscatel,81.0
79,Argentina,Mendoza Province,Mendoza,Moscato,82.3
80,Argentina,Mendoza Province,Mendoza,Petit Verdot,87.0
81,Argentina,Mendoza Province,Mendoza,Pinot Grigio,83.66666666666667
82,Argentina,Mendoza Province,Mendoza,Pinot Gris,83.5
83,Argentina,Mendoza Province,Mendoza,Pinot Noir,84.79411764705883
84,Argentina,Mendoza Province,Mendoza,Red Blend,88.06164383561644
85,Argentina,Mendoza Province,Mendoza,Rosé,84.44444444444444
86,Argentina,Mendoza Province,Mendoza,Sangiovese,81.5
87,Argentina,Mendoza Province,Mendoza,Sauvignon Blanc,83.6774193548387
88,Argentina,Mendoza Province,Mendoza,Shiraz,84.0
89,Argentina,Mendoza Province,Mendoza,Shiraz-Malbec,90.0
90,Argentina,Mendoza Province,Mendoza,Sparkling Blend,83.86666666666666
91,Argentina,Mendoza Province,Mendoza,Syrah,85.6923076923077
92,Argentina,Mendoza Province,Mendoza,Syrah-Bonarda,87.0
93,Argentina,Mendoza Province,Mendoza,Syrah-Viognier,90.66666666666667
94,Argentina,Mendoza Province,Mendoza,Sémillon,83.58333333333333
95,Argentina,Mendoza Province,Mendoza,Tempranillo,83.6923076923077
96,Argentina,Mendoza Province,Mendoza,Tocai,85.0
97,Argentina,Mendoza Province,Mendoza,Torrontés,84.66315789473684
98,Argentina,Mendoza Province,Mendoza,Trebbiano,83.0
99,Argentina,Mendoza Province,Mendoza,Viognier,83.5
100,Argentina,Mendoza Province,Mendoza,White Blend,84.93333333333334
101,Argentina,Mendoza Province,Perdriel,Cabernet Sauvignon,90.8
102,Argentina,Mendoza Province,Perdriel,Chardonnay,88.8
103,Argentina,Mendoza Province,Perdriel,Malbec,90.52941176470588
104,Argentina,Mendoza Province,San Carlos,Cabernet Sauvignon,84.0
105,Argentina,Mendoza Province,San Carlos,Malbec,88.33333333333333
106,Argentina,Mendoza Province,San Rafael,Chardonnay,83.5
107,Argentina,Mendoza Province,Tupungato,Bordeaux-style Red Blend,91.28571428571429
108,Argentina,Mendoza Province,Tupungato,Cabernet Franc,88.63636363636364
109,Argentina,Mendoza Province,Tupungato,Cabernet Sauvignon,86.68571428571428
110,Argentina,Mendoza Province,Tupungato,Cabernet Sauvignon-Malbec,87.0
111,Argentina,Mendoza Province,Tupungato,Champagne Blend,83.0
112,Argentina,Mendoza Province,Tupungato,Chardonnay,85.18518518518519
113,Argentina,Mendoza Province,Tupungato,Chenin Blanc,84.0
114,Argentina,Mendoza Province,Tupungato,Malbec,88.18032786885246
115,Argentina,Mendoza Province,Tupungato,Malbec-Cabernet Sauvignon,81.0
116,Argentina,Mendoza Province,Tupungato,Merlot,86.3
117,Argentina,Mendoza Province,Tupungato,Pinot Gris,85.0
118,Argentina,Mendoza Province,Tupungato,Pinot Noir,87.28571428571429
119,Argentina,Mendoza Province,Tupungato,Red Blend,88.3
120,Argentina,Mendoza Province,Tupungato,Rosé,86.0
121,Argentina,Mendoza Province,Tupungato,Sauvignon Blanc,84.5
122,Argentina,Mendoza Province,Tupungato,Sparkling Blend,84.0
123,Argentina,Mendoza Province,Tupungato,Torrontés,83.66666666666667
124,Argentina,Mendoza Province,Tupungato,Viognier,83.5
125,Argentina,Mendoza Province,Tupungato,White Blend,85.33333333333333
126,Argentina,Mendoza Province,Uco Valley,Bonarda,89.0
127,Argentina,Mendoza Province,Uco Valley,Bordeaux-style Red Blend,88.75
128,Argentina,Mendoza Province,Uco Valley,Cabernet Franc,87.33333333333333
129,Argentina,Mendoza Province,Uco Valley,Cabernet Franc-Cabernet Sauvignon,85.0
130,Argentina,Mendoza Province,Uco Valley,Cabernet Sauvignon,86.9090909090909
131,Argentina,Mendoza Province,Uco Valley,Cabernet Sauvignon-Merlot,87.33333333333333
132,Argentina,Mendoza Province,Uco Valley,Champagne Blend,89.0
133,Argentina,Mendoza Province,Uco Valley,Chardonnay,84.84
134,Argentina,Mendoza Province,Uco Valley,Malbec,88.41732283464567
135,Argentina,Mendoza Province,Uco Valley,Malbec-Bonarda,86.0
136,Argentina,Mendoza Province,Uco Valley,Malbec-Cabernet Franc,87.0
137,Argentina,Mendoza Province,Uco Valley,Malbec-Cabernet Sauvignon,89.5
138,Argentina,Mendoza Province,Uco Valley,Malbec-Merlot,87.0
139,Argentina,Mendoza Province,Uco Valley,Malbec-Syrah,86.33333333333333
140,Argentina,Mendoza Province,Uco Valley,Malbec-Tannat,84.0
141,Argentina,Mendoza Province,Uco Valley,Malbec-Tempranillo,86.5
142,Argentina,Mendoza Province,Uco Valley,Merlot,84.0
143,Argentina,Mendoza Province,Uco Valley,Pinot Grigio,86.0
144,Argentina,Mendoza Province,Uco Valley,Pinot Gris,86.0
145,Argentina,Mendoza Province,Uco Valley,Pinot Noir,84.25
146,Argentina,Mendoza Province,Uco Valley,Red Blend,89.69565217391305
147,Argentina,Mendoza Province,Uco Valley,Rosado,85.0
148,Argentina,Mendoza Province,Uco Valley,Rosé,85.0
149,Argentina,Mendoza Province,Uco Valley,Sauvignon Blanc,85.72727272727273
150,Argentina,Mendoza Province,Uco Valley,Syrah,88.2
151,Argentina,Mendoza Province,Uco Valley,Syrah-Malbec,89.0
152,Argentina,Mendoza Province,Uco Valley,Tempranillo,82.6
153,Argentina,Mendoza Province,Uco Valley,Tempranillo-Malbec,91.0
154,Argentina,Mendoza Province,Uco Valley,Torrontés,85.5
155,Argentina,Mendoza Province,Uco Valley,Viognier,84.4
156,Argentina,Mendoza Province,Uco Valley,White Blend,87.0
157,Argentina,Mendoza Province,Valle de Uco,Bordeaux-style Red Blend,92.33333333333333
158,Argentina,Mendoza Province,Valle de Uco,Cabernet Franc,90.5
159,Argentina,Mendoza Province,Valle de Uco,Cabernet Sauvignon,86.5
160,Argentina,Mendoza Province,Valle de Uco,Chardonnay,83.25
161,Argentina,Mendoza Province,Valle de Uco,Malbec,89.475
162,Argentina,Mendoza Province,Valle de Uco,Malbec-Cabernet Sauvignon,87.0
163,Argentina,Mendoza Province,Valle de Uco,Malbec-Petit Verdot,91.0
164,Argentina,Mendoza Province,Valle de Uco,Pinot Gris,86.0
165,Argentina,Mendoza Province,Valle de Uco,Red Blend,89.72727272727273
166,Argentina,Mendoza Province,Valle de Uco,Rosado,87.5
167,Argentina,Mendoza Province,Valle de Uco,Rosé,81.5
168,Argentina,Mendoza Province,Valle de Uco,Sauvignon Blanc,83.0
169,Argentina,Mendoza Province,Valle de Uco,Sparkling Blend,86.66666666666667
170,Argentina,Mendoza Province,Valle de Uco,Torrontés,86.0
171,Argentina,Mendoza Province,Vista Flores,Bordeaux-style Red Blend,87.0
172,Argentina,Mendoza Province,Vista Flores,Cabernet Sauvignon,84.33333333333333
173,Argentina,Mendoza Province,Vista Flores,Malbec,87.8
174,Argentina,Mendoza Province,Vista Flores,Pinot Noir,85.0
175,Argentina,Mendoza Province,Vista Flores,Sparkling Blend,87.0
176,Argentina,Mendoza Province,Vista Flores,Viognier,85.75
177,Argentina,Mendoza Province,Vista Flores,White Blend,87.0
178,Argentina,Other,Alto Valle del Río Negro,Cabernet Franc,90.66666666666667
179,Argentina,Other,Alto Valle del Río Negro,Chardonnay,85.85714285714286
180,Argentina,Other,Alto Valle del Río Negro,Malbec,86.83333333333333
181,Argentina,Other,Alto Valle del Río Negro,Pinot Noir,85.83333333333333
182,Argentina,Other,Alto Valle del Río Negro,Red Blend,83.0
183,Argentina,Other,Alto Valle del Río Negro,Sauvignon Blanc,83.0
184,Argentina,Other,Argentina,Bonarda,84.33333333333333
185,Argentina,Other,Argentina,Bordeaux-style Red Blend,92.0
186,Argentina,Other,Argentina,Cabernet Sauvignon,82.5
187,Argentina,Other,Argentina,Cabernet Sauvignon-Syrah,85.0
188,Argentina,Other,Argentina,Chardonnay,84.0
189,Argentina,Other,Argentina,Malbec,86.8
190,Argentina,Other,Argentina,Malbec-Bonarda,82.0
191,Argentina,Other,Argentina,Malbec-Cabernet Sauvignon,86.0
192,Argentina,Other,Argentina,Moscato,81.0
193,Argentina,Other,Argentina,Red Blend,89.0
194,Argentina,Other,Argentina,Sauvignon Blanc,83.0
195,Argentina,Other,Argentina,Sparkling Blend,85.2
196,Argentina,Other,Argentina,Syrah,87.5
197,Argentina,Other,Argentina,Torrontés,85.0
198,Argentina,Other,Buenos Aires,Chardonnay,88.0
199,Argentina,Other,Buenos Aires,Pinot Noir,89.0
200,Argentina,Other,Buenos Aires,Sauvignon Blanc,87.0
201,Argentina,Other,Cafayate,Bordeaux-style Red Blend,86.0
202,Argentina,Other,Cafayate,Cabernet Sauvignon,83.6
203,Argentina,Other,Cafayate,Chardonnay,86.0
204,Argentina,Other,Cafayate,Malbec,87.04166666666667
205,Argentina,Other,Cafayate,Malbec-Cabernet Sauvignon,90.5
206,Argentina,Other,Cafayate,Malbec-Merlot,89.0
207,Argentina,Other,Cafayate,Malbec-Tannat,87.0
208,Argentina,Other,Cafayate,Pinot Noir,85.0
209,Argentina,Other,Cafayate,Red Blend,86.25
210,Argentina,Other,Cafayate,Sauvignon Blanc,84.5
211,Argentina,Other,Cafayate,Syrah,83.0
212,Argentina,Other,Cafayate,Tannat,86.33333333333333
213,Argentina,Other,Cafayate,Torrontés,86.30952380952381
214,Argentina,Other,Calchaquí Valley,Cabernet Sauvignon,84.71428571428571
215,Argentina,Other,Calchaquí Valley,Chardonnay,83.4
216,Argentina,Other,Calchaquí Valley,Malbec,87.64285714285714
217,Argentina,Other,Calchaquí Valley,Malbec-Merlot,88.0
218,Argentina,Other,Calchaquí Valley,Pinot Noir,82.0
219,Argentina,Other,Calchaquí Valley,Red Blend,90.33333333333333
220,Argentina,Other,Calchaquí Valley,Rosé,81.5
221,Argentina,Other,Calchaquí Valley,Syrah,86.5
222,Argentina,Other,Calchaquí Valley,Tannat,87.0
223,Argentina,Other,Calchaquí Valley,Torrontés,87.85714285714286
224,Argentina,Other,Calchaquí Valley,White Blend,85.0
225,Argentina,Other,Catamarca,Cabernet Sauvignon,85.0
226,Argentina,Other,Famatina Valley,Bonarda,86.0
227,Argentina,Other,Famatina Valley,Cabernet Sauvignon,82.0
228,Argentina,Other,Famatina Valley,Malbec,85.0
229,Argentina,Other,Famatina Valley,Red Blend,87.0
230,Argentina,Other,Famatina Valley,Torrontés,88.0
231,Argentina,Other,Jujuy,Red Blend,92.0
232,Argentina,Other,La Rioja,Cabernet Sauvignon,84.0
233,Argentina,Other,La Rioja,Malbec,82.0
234,Argentina,Other,La Rioja,Torrontés,86.22222222222223
235,Argentina,Other,Neuquén,Cabernet Sauvignon,86.0
236,Argentina,Other,Neuquén,Chardonnay,86.66666666666667
237,Argentina,Other,Neuquén,Malbec,87.27272727272727
238,Argentina,Other,Neuquén,Merlot,85.0
239,Argentina,Other,Neuquén,Pinot Noir,85.0
240,Argentina,Other,Neuquén,Red Blend,88.0
241,Argentina,Other,Neuquén,Sauvignon Blanc,84.66666666666667
242,Argentina,Other,Neuquén,Torrontés,85.0
243,Argentina,Other,Patagonia,Bordeaux-style Red Blend,88.0
244,Argentina,Other,Patagonia,Cabernet Franc,86.0
245,Argentina,Other,Patagonia,Cabernet Sauvignon,85.57142857142857
246,Argentina,Other,Patagonia,Cabernet Sauvignon-Merlot,88.0
247,Argentina,Other,Patagonia,Chardonnay,85.0
248,Argentina,Other,Patagonia,Malbec,87.19047619047619
249,Argentina,Other,Patagonia,Malbec-Cabernet Sauvignon,84.0
250,Argentina,Other,Patagonia,Merlot,85.0
251,Argentina,Other,Patagonia,Pinot Noir,85.72727272727273
252,Argentina,Other,Patagonia,Red Blend,86.2
253,Argentina,Other,Patagonia,Sauvignon Blanc,84.0
254,Argentina,Other,Patagonia,Trousseau,88.0
255,Argentina,Other,Patagonia,White Blend,83.0
256,Argentina,Other,Pedernal Valley,Gewürztraminer,84.0
257,Argentina,Other,Pedernal Valley,Malbec-Bonarda,90.0
258,Argentina,Other,Río Negro Valley,Chardonnay,83.0
259,Argentina,Other,Río Negro Valley,Malbec,88.8
260,Argentina,Other,Río Negro Valley,Merlot,84.0
261,Argentina,Other,Río Negro Valley,Pinot Noir,89.875
262,Argentina,Other,Salta,Barbera,85.0
263,Argentina,Other,Salta,Bordeaux-style Red Blend,86.0
264,Argentina,Other,Salta,Cabernet Sauvignon,83.0
265,Argentina,Other,Salta,Malbec,88.27272727272727
266,Argentina,Other,Salta,Malbec-Cabernet,89.0
267,Argentina,Other,Salta,Malbec-Cabernet Sauvignon,90.5
268,Argentina,Other,Salta,Malbec-Tannat,83.0
269,Argentina,Other,Salta,Red Blend,89.25
270,Argentina,Other,Salta,Sauvignon Blanc,84.0
271,Argentina,Other,Salta,Torrontés,86.14754098360656
272,Argentina,Other,Salta,White Blend,85.66666666666667
273,Argentina,Other,San Juan,Bonarda,84.0
274,Argentina,Other,San Juan,Cabernet Franc,85.5
275,Argentina,Other,San Juan,Cabernet Sauvignon,83.83333333333333
276,Argentina,Other,San Juan,Cabernet Sauvignon-Cabernet Franc,84.0
277,Argentina,Other,San Juan,Cabernet Sauvignon-Malbec,92.0
278,Argentina,Other,San Juan,Cabernet Sauvignon-Shiraz,84.0
279,Argentina,Other,San Juan,Chardonnay,84.14285714285714
280,Argentina,Other,San Juan,Malbec,84.60714285714286
281,Argentina,Other,San Juan,Pinot Grigio,82.33333333333333
282,Argentina,Other,San Juan,Pinot Gris,83.0
283,Argentina,Other,San Juan,Red Blend,84.66666666666667
284,Argentina,Other,San Juan,Sauvignon Blanc,85.0
285,Argentina,Other,San Juan,Shiraz,86.0
286,Argentina,Other,San Juan,Syrah,83.66666666666667
287,Argentina,Other,San Juan,Torrontés,86.33333333333333
288,Argentina,Other,San Juan,Viognier,84.5
289,Argentina,Other,Tulum Valley,Cabernet Sauvignon,80.0
290,Argentina,Other,Tulum Valley,Malbec,85.0
291,Argentina,Other,Tulum Valley,Pinot Grigio,84.6
292,Argentina,Other,Tulum Valley,Shiraz,85.0
293,Argentina,Other,Tulum Valley,Torrontés,84.8
294,Argentina,Other,Tulum Valley,White Blend,82.0
295,Argentina,Other,Zonda Valley,Chardonnay,86.0
296,Argentina,Other,Zonda Valley,Malbec,83.0
297,Argentina,Other,Zonda Valley,Syrah,84.0
298,Australia,Australia Other,Australia,Cabernet Sauvignon,88.0
299,Australia,Australia Other,Australia,Champagne Blend,82.0
300,Australia,Australia Other,Australia,Chardonnay,85.66666666666667
301,Australia,Australia Other,Australia,Malbec,84.0
302,Australia,Australia Other,Australia,Moscato,84.0
303,Australia,Australia Other,Australia,Pinot Grigio,85.66666666666667
304,Australia,Australia Other,Australia,Red Blend,83.66666666666667
305,Australia,Australia Other,Australia,Rosé,88.0
306,Australia,Australia Other,Australia,Sauvignon Blanc,86.33333333333333
307,Australia,Australia Other,Australia,Shiraz,89.5
308,Australia,Australia Other,Australia,Shiraz-Grenache,89.0
309,Australia,Australia Other,Australia,Sparkling Blend,88.0
310,Australia,Australia Other,Australia,White Blend,90.0
311,Australia,Australia Other,Australia-New Zealand,Sauvignon Blanc,83.0
312,Australia,Australia Other,Central Ranges,Chardonnay,85.0
313,Australia,Australia Other,Central Ranges,Shiraz,87.0
314,Australia,Australia Other,Central Ranges,Shiraz-Cabernet Sauvignon,89.0
315,Australia,Australia Other,South Eastern Australia,Cabernet Merlot,84.0
316,Australia,Australia Other,South Eastern Australia,Cabernet Sauvignon,85.375
317,Australia,Australia Other,South Eastern Australia,Cabernet Sauvignon-Merlot,88.0
318,Australia,Australia Other,South Eastern Australia,Champagne Blend,84.5
319,Australia,Australia Other,South Eastern Australia,Chardonnay,85.36363636363636
320,Australia,Australia Other,South Eastern Australia,G-S-M,86.0
321,Australia,Australia Other,South Eastern Australia,Merlot,85.125
322,Australia,Australia Other,South Eastern Australia,Moscato,84.0
323,Australia,Australia Other,South Eastern Australia,Muscat,84.0
324,Australia,Australia Other,South Eastern Australia,Petite Sirah,86.0
325,Australia,Australia Other,South Eastern Australia,Pinot Grigio,84.55555555555556
326,Australia,Australia Other,South Eastern Australia,Pinot Noir,83.25
327,Australia,Australia Other,South Eastern Australia,Port,88.0
328,Australia,Australia Other,South Eastern Australia,Red Blend,87.33333333333333
329,Australia,Australia Other,South Eastern Australia,Riesling,86.5
330,Australia,Australia Other,South Eastern Australia,Rosé,84.0
331,Australia,Australia Other,South Eastern Australia,Sauvignon Blanc,87.66666666666667
332,Australia,Australia Other,South Eastern Australia,Semillon-Sauvignon Blanc,85.0
333,Australia,Australia Other,South Eastern Australia,Shiraz,85.38095238095238
334,Australia,Australia Other,South Eastern Australia,Shiraz-Cabernet Sauvignon,84.77777777777777
335,Australia,Australia Other,South Eastern Australia,Shiraz-Viognier,88.5
336,Australia,Australia Other,South Eastern Australia,Sparkling Blend,85.07692307692308
337,Australia,Australia Other,South Eastern Australia,Viognier,87.0
338,Australia,New South Wales,Gundagai,Shiraz,87.33333333333333
339,Australia,New South Wales,Hilltops,Cabernet Sauvignon,90.0
340,Australia,New South Wales,Hilltops,Shiraz,88.0
341,Australia,New South Wales,Hunter Valley,Chardonnay,87.0
342,Australia,New South Wales,Hunter Valley,Shiraz,88.76470588235294
343,Australia,New South Wales,Hunter Valley,Sémillon,88.46153846153847
344,Australia,New South Wales,Hunter Valley,Verdelho,84.0
345,Australia,New South Wales,Mudgee,Chardonnay,87.0
346,Australia,New South Wales,Mudgee,Rosé,87.0
347,Australia,New South Wales,New South Wales,Cabernet Sauvignon,89.0
348,Australia,New South Wales,New South Wales,Chardonnay,86.6
349,Australia,New South Wales,New South Wales,Moscato,85.0
350,Australia,New South Wales,New South Wales,Muscat Hamburg,90.0
351,Australia,New South Wales,New South Wales,Pinot Noir,85.0
352,Australia,New South Wales,New South Wales,Shiraz,88.0
353,Australia,New South Wales,New South Wales,Sémillon,94.0
354,Australia,New South Wales,Orange,Chardonnay,86.66666666666667
355,Australia,New South Wales,Orange,Malbec,82.0
356,Australia,New South Wales,Orange,Merlot,85.0
357,Australia,New South Wales,Orange,Sauvignon Blanc,86.0
358,Australia,New South Wales,Orange,Shiraz,87.0
359,Australia,New South Wales,Riverina,Cabernet Sauvignon,87.66666666666667
360,Australia,New South Wales,Riverina,Chardonnay,86.0
361,Australia,New South Wales,Riverina,Sparkling Blend,88.0
362,Australia,New South Wales,Riverina,Sémillon,91.0
363,Australia,New South Wales,Southern Highlands,Cabernet Sauvignon,88.0
364,Australia,New South Wales,Tumbarumba,Chardonnay,88.5
365,Australia,New South Wales,Western Plains,Shiraz,87.0
366,Australia,South Australia,Adelaide,Bordeaux-style Red Blend,91.0
367,Australia,South Australia,Adelaide,Chardonnay,86.5
368,Australia,South Australia,Adelaide,Chardonnay-Semillon,91.0
369,Australia,South Australia,Adelaide,Red Blend,88.0
370,Australia,South Australia,Adelaide,Rhône-style White Blend,85.0
371,Australia,South Australia,Adelaide,Riesling,85.5
372,Australia,South Australia,Adelaide,Viognier,88.5
373,Australia,South Australia,Adelaide,White Blend,87.6
374,Australia,South Australia,Adelaide Hills,Cabernet Sauvignon,90.5
375,Australia,South Australia,Adelaide Hills,Champagne Blend,85.0
376,Australia,South Australia,Adelaide Hills,Chardonnay,88.21951219512195
377,Australia,South Australia,Adelaide Hills,Pinot Grigio,86.0
378,Australia,South Australia,Adelaide Hills,Pinot Gris,88.0
379,Australia,South Australia,Adelaide Hills,Pinot Noir,87.15
380,Australia,South Australia,Adelaide Hills,Riesling,89.0
381,Australia,South Australia,Adelaide Hills,Sauvignon Blanc,87.45833333333333
382,Australia,South Australia,Adelaide Hills,Semillon-Sauvignon Blanc,87.0
383,Australia,South Australia,Adelaide Hills,Shiraz,89.0
384,Australia,South Australia,Adelaide Hills,Syrah,90.5
385,Australia,South Australia,Adelaide Hills,Viognier,89.0
386,Australia,South Australia,Adelaide Plains,Cabernet Sauvignon,85.0
387,Australia,South Australia,Adelaide Plains,Chardonnay,83.0
388,Australia,South Australia,Adelaide Plains,Merlot,84.0
389,Australia,South Australia,Barossa,Cabernet Sauvignon,89.4
390,Australia,South Australia,Barossa,Cabernet Sauvignon-Shiraz,91.5
391,Australia,South Australia,Barossa,Chardonnay,86.0
392,Australia,South Australia,Barossa,Chardonnay-Semillon,89.0
393,Australia,South Australia,Barossa,G-S-M,89.83333333333333
394,Australia,South Australia,Barossa,Grenache,90.75
395,Australia,South Australia,Barossa,Mourvèdre,91.0
396,Australia,South Australia,Barossa,Red Blend,88.66666666666667
397,Australia,South Australia,Barossa,Rhône-style Red Blend,91.0
398,Australia,South Australia,Barossa,Riesling,86.28571428571429
399,Australia,South Australia,Barossa,Rosé,86.0
400,Australia,South Australia,Barossa,Semillon-Sauvignon Blanc,87.0
401,Australia,South Australia,Barossa,Shiraz,91.1044776119403
402,Australia,South Australia,Barossa,Shiraz-Mourvèdre,89.0
403,Australia,South Australia,Barossa,Shiraz-Viognier,92.25
404,Australia,South Australia,Barossa,White Blend,88.0
405,Australia,South Australia,Barossa Valley,Cabernet Sauvignon,88.4
406,Australia,South Australia,Barossa Valley,Champagne Blend,83.0
407,Australia,South Australia,Barossa Valley,Chardonnay,86.11111111111111
408,Australia,South Australia,Barossa Valley,G-S-M,89.85714285714286
409,Australia,South Australia,Barossa Valley,Grenache,90.5
410,Australia,South Australia,Barossa Valley,Malbec,90.0
411,Australia,South Australia,Barossa Valley,Mataro,91.25
412,Australia,South Australia,Barossa Valley,Moscato,84.0
413,Australia,South Australia,Barossa Valley,Mourvèdre,91.4
414,Australia,South Australia,Barossa Valley,Petite Sirah,92.0
415,Australia,South Australia,Barossa Valley,Red Blend,88.33333333333333
416,Australia,South Australia,Barossa Valley,Rhône-style Red Blend,88.75
417,Australia,South Australia,Barossa Valley,Rhône-style White Blend,88.5
418,Australia,South Australia,Barossa Valley,Rosé,88.83333333333333
419,Australia,South Australia,Barossa Valley,Semillon-Chardonnay,85.0
420,Australia,South Australia,Barossa Valley,Shiraz,91.19736842105263
421,Australia,South Australia,Barossa Valley,Shiraz-Cabernet Sauvignon,95.0
422,Australia,South Australia,Barossa Valley,Shiraz-Grenache,92.0
