,country,variety,harvest,rating_cat,price,points,wineries,reviews
1337,Austria,Gelber Muskateller,2013,3,19.0,90.0,2,2
1338,Austria,Gelber Muskateller,2014,2,22.5,88.16666666666667,4,6
1339,Austria,Gelber Muskateller,2014,3,20.0,91.0,1,1
1340,Austria,Gelber Muskateller,2015,1,,86.0,1,1
1341,Austria,Gelber Muskateller,2015,2,21.5,88.5,4,4
1342,Austria,Gelber Muskateller,2015,3,,90.0,1,1
1343,Austria,Gelber Traminer,2009,4,35.0,95.0,1,1
1344,Austria,Gewürztraminer,2010,3,24.0,92.0,1,1
1345,Austria,Gewürztraminer,2013,2,,89.0,1,1
1346,Austria,Grauburgunder,2006,2,,88.0,1,1
1347,Austria,Grauburgunder,2006,3,39.5,90.5,2,2
1348,Austria,Grauburgunder,2011,3,,90.0,1,1
1349,Austria,Grauburgunder,2013,2,23.0,89.0,1,2
1350,Austria,Grauburgunder,2014,2,24.0,88.0,1,1
1351,Austria,Gros Manseng,2007,2,25.0,89.0,1,1
1352,Austria,Grüner Veltliner,2004,2,78.0,89.0,1,1
1353,Austria,Grüner Veltliner,2004,3,52.0,90.0,1,1
1354,Austria,Grüner Veltliner,2005,3,35.0,91.0,1,1
1355,Austria,Grüner Veltliner,2006,1,30.0,85.5,2,2
1356,Austria,Grüner Veltliner,2006,2,23.1875,88.05882352941177,15,17
1357,Austria,Grüner Veltliner,2006,3,52.3125,91.1875,10,16
1358,Austria,Grüner Veltliner,2006,4,50.0,94.0,1,1
1359,Austria,Grüner Veltliner,2007,1,15.764705882352942,85.57894736842105,15,19
1360,Austria,Grüner Veltliner,2007,2,22.285714285714285,88.27272727272727,19,22
1361,Austria,Grüner Veltliner,2007,3,42.76470588235294,91.15,12,20
1362,Austria,Grüner Veltliner,2008,1,20.5,85.66666666666667,3,3
1363,Austria,Grüner Veltliner,2008,2,21.11111111111111,88.07142857142857,11,14
1364,Austria,Grüner Veltliner,2008,3,36.44444444444444,91.83333333333333,8,12
1365,Austria,Grüner Veltliner,2008,4,50.0,94.0,1,1
1366,Austria,Grüner Veltliner,2009,1,18.5,85.33333333333333,3,3
1367,Austria,Grüner Veltliner,2009,2,17.133333333333333,87.8125,12,16
1368,Austria,Grüner Veltliner,2009,3,34.36363636363637,90.875,15,16
1369,Austria,Grüner Veltliner,2010,1,17.125,85.5,11,12
1370,Austria,Grüner Veltliner,2010,2,20.636363636363637,88.22727272727273,16,22
1371,Austria,Grüner Veltliner,2010,3,36.310344827586206,91.27272727272727,29,44
1372,Austria,Grüner Veltliner,2010,4,84.0,94.0,3,6
1373,Austria,Grüner Veltliner,2011,0,,82.0,1,1
1374,Austria,Grüner Veltliner,2011,1,15.23076923076923,85.72222222222223,12,18
1375,Austria,Grüner Veltliner,2011,2,20.666666666666668,88.25,21,28
1376,Austria,Grüner Veltliner,2011,3,34.08,91.45945945945945,21,37
1377,Austria,Grüner Veltliner,2011,4,56.0,94.5,3,4
1378,Austria,Grüner Veltliner,2012,1,14.090909090909092,85.52941176470588,12,17
1379,Austria,Grüner Veltliner,2012,2,19.857142857142858,88.21739130434783,30,46
1380,Austria,Grüner Veltliner,2012,3,33.31111111111111,91.58108108108108,43,74
1381,Austria,Grüner Veltliner,2012,4,49.0,94.21428571428571,11,14
1382,Austria,Grüner Veltliner,2013,1,14.0,85.2,4,5
1383,Austria,Grüner Veltliner,2013,2,20.591836734693878,88.53333333333333,39,60
1384,Austria,Grüner Veltliner,2013,3,31.366336633663366,91.1559633027523,56,109
1385,Austria,Grüner Veltliner,2013,4,100.6842105263158,94.35,13,20
1386,Austria,Grüner Veltliner,2014,1,11.833333333333334,85.5,5,6
1387,Austria,Grüner Veltliner,2014,2,18.41860465116279,88.15217391304348,33,46
1388,Austria,Grüner Veltliner,2014,3,28.96,91.21153846153847,50,104
1389,Austria,Grüner Veltliner,2014,4,54.36842105263158,94.52380952380952,12,21
1390,Austria,Grüner Veltliner,2015,1,16.0,85.5,2,2
1391,Austria,Grüner Veltliner,2015,2,17.861538461538462,88.3623188405797,41,69
1392,Austria,Grüner Veltliner,2015,3,28.130718954248366,91.3641975308642,63,162
1393,Austria,Grüner Veltliner,2015,4,50.666666666666664,94.33333333333333,9,15
1394,Austria,Merlot,2006,2,26.0,89.0,1,1
1395,Austria,Merlot,2009,3,,90.0,1,1
1396,Austria,Merlot,2012,4,44.0,94.0,1,1
1397,Austria,Morillon,2011,3,63.0,93.0,1,1
1398,Austria,Morillon,2013,2,25.5,89.0,2,2
1399,Austria,Morillon,2014,2,23.5,88.0,2,2
1400,Austria,Morillon,2015,3,25.0,90.0,1,1
1401,Austria,Muskat,2013,3,,90.0,1,1
1402,Austria,Muskat,2015,2,13.0,88.0,1,2
1403,Austria,Muskat Ottonel,2006,1,14.0,84.0,1,1
1404,Austria,Muskat Ottonel,2006,2,13.0,87.0,1,1
1405,Austria,Muskat Ottonel,2007,1,7.0,84.0,1,1
1406,Austria,Muskat Ottonel,2008,3,,93.0,1,1
1407,Austria,Muskat Ottonel,2010,2,13.0,89.0,1,1
1408,Austria,Muskat Ottonel,2010,3,,90.0,1,1
1409,Austria,Muskat Ottonel,2012,1,15.0,85.0,1,1
1410,Austria,Muskat Ottonel,2013,1,12.0,85.0,1,1
1411,Austria,Muskat Ottonel,2013,2,12.0,89.0,1,1
1412,Austria,Neuburger,2012,3,,92.0,1,2
1413,Austria,Neuburger,2013,2,,88.0,1,1
1414,Austria,Neuburger,2013,3,30.0,91.66666666666667,2,3
1415,Austria,Neuburger,2014,3,21.0,92.0,1,1
1416,Austria,Neuburger,2015,3,21.0,90.0,1,1
1417,Austria,Nielluciu,2012,2,24.0,89.0,1,1
1418,Austria,Orangetraube,2015,3,22.0,90.0,1,1
1419,Austria,Pinot Blanc,2006,2,20.0,87.0,1,1
1420,Austria,Pinot Blanc,2007,2,14.0,88.0,1,1
1421,Austria,Pinot Blanc,2010,2,,87.5,2,2
1422,Austria,Pinot Blanc,2011,2,,88.0,1,1
1423,Austria,Pinot Blanc,2011,3,58.0,91.0,1,2
1424,Austria,Pinot Blanc,2012,1,19.0,84.0,1,1
1425,Austria,Pinot Blanc,2012,2,,87.5,2,2
1426,Austria,Pinot Blanc,2013,2,35.0,89.0,1,1
1427,Austria,Pinot Blanc,2013,3,32.0,92.66666666666667,2,3
1428,Austria,Pinot Blanc,2014,1,24.0,86.0,1,1
1429,Austria,Pinot Blanc,2014,2,19.666666666666668,88.66666666666667,2,3
1430,Austria,Pinot Blanc,2014,3,20.0,91.0,1,1
1431,Austria,Pinot Blanc,2015,2,17.0,89.0,2,2
1432,Austria,Pinot Blanc,2015,3,33.333333333333336,91.0,2,3
1433,Austria,Pinot Blanc-Chardonnay,2010,3,23.0,90.0,1,1
1434,Austria,Pinot Gris,2012,2,,87.0,2,2
1435,Austria,Pinot Gris,2013,1,22.0,86.0,1,1
1436,Austria,Pinot Gris,2013,2,24.0,89.0,1,1
1437,Austria,Pinot Gris,2013,4,40.0,94.0,1,1
1438,Austria,Pinot Gris,2014,3,21.0,91.0,2,3
1439,Austria,Pinot Gris,2015,2,25.0,88.0,1,1
1440,Austria,Pinot Gris,2015,3,24.0,91.0,2,4
1441,Austria,Pinot Noir,2004,2,63.0,88.33333333333333,3,3
1442,Austria,Pinot Noir,2005,1,28.666666666666668,86.0,2,3
1443,Austria,Pinot Noir,2005,2,44.666666666666664,88.0,3,3
1444,Austria,Pinot Noir,2006,2,29.0,88.5,2,2
1445,Austria,Pinot Noir,2007,2,37.0,87.5,4,4
1446,Austria,Pinot Noir,2007,3,43.0,90.0,2,2
1447,Austria,Pinot Noir,2009,1,,85.0,1,1
1448,Austria,Pinot Noir,2009,3,25.0,90.5,2,2
1449,Austria,Pinot Noir,2010,2,26.0,87.0,3,3
1450,Austria,Pinot Noir,2010,3,38.0,91.5,2,2
1451,Austria,Pinot Noir,2011,1,22.333333333333332,86.0,4,4
1452,Austria,Pinot Noir,2011,2,33.5,88.0,8,9
1453,Austria,Pinot Noir,2011,3,47.25,91.16666666666667,6,6
1454,Austria,Pinot Noir,2012,2,42.0,89.0,1,1
1455,Austria,Pinot Noir,2012,3,39.857142857142854,91.85714285714286,6,7
1456,Austria,Pinot Noir,2012,4,65.0,95.5,2,2
1457,Austria,Pinot Noir,2013,1,21.0,85.0,1,1
1458,Austria,Pinot Noir,2013,2,20.0,89.0,1,1
1459,Austria,Pinot Noir,2013,3,36.84615384615385,91.4,12,15
1460,Austria,Pinot Noir,2013,4,53.5,94.33333333333333,5,6
1461,Austria,Pinot Noir,2014,2,21.0,89.0,4,4
1462,Austria,Pinot Noir,2014,3,31.571428571428573,90.85714285714286,6,7
1463,Austria,Pinot Noir,2014,4,47.5,94.5,2,2
1464,Austria,Pinot Noir,2015,2,16.0,88.0,1,1
1465,Austria,Pinot Noir,2015,3,29.428571428571427,91.57142857142857,7,7
1466,Austria,Pinot Noir,2015,4,33.0,94.0,1,1
1467,Austria,Red Blend,2004,2,31.333333333333332,89.0,1,3
1468,Austria,Red Blend,2004,3,,90.0,1,1
1469,Austria,Red Blend,2005,2,48.0,89.0,1,1
1470,Austria,Red Blend,2005,3,35.0,91.0,1,1
1471,Austria,Red Blend,2006,1,15.0,86.0,1,1
1472,Austria,Red Blend,2006,2,36.333333333333336,89.0,3,3
1473,Austria,Red Blend,2006,3,35.5,90.5,2,2
1474,Austria,Red Blend,2007,1,,85.0,1,1
1475,Austria,Red Blend,2008,2,24.25,88.75,3,4
1476,Austria,Red Blend,2009,2,33.0,88.0,1,1
1477,Austria,Red Blend,2011,2,30.8,88.625,6,8
1478,Austria,Red Blend,2011,3,38.2,90.91666666666667,9,12
1479,Austria,Red Blend,2012,1,35.0,86.0,1,1
1480,Austria,Red Blend,2012,2,51.0,88.75,3,4
1481,Austria,Red Blend,2012,3,44.25,91.6875,12,16
1482,Austria,Red Blend,2012,4,106.0,94.0,1,1
1483,Austria,Red Blend,2013,2,28.5,88.25,5,8
1484,Austria,Red Blend,2013,3,34.0,91.85714285714286,6,7
1485,Austria,Red Blend,2014,2,17.6,88.4,4,5
1486,Austria,Red Blend,2014,3,44.333333333333336,92.33333333333333,2,3
1487,Austria,Red Blend,2015,3,15.75,91.0,3,4
1488,Austria,Riesling,2004,3,46.0,92.0,1,1
1489,Austria,Riesling,2005,2,35.0,87.0,1,1
1490,Austria,Riesling,2005,4,74.0,94.0,1,1
1491,Austria,Riesling,2006,2,29.666666666666668,88.28571428571429,6,7
1492,Austria,Riesling,2006,3,47.333333333333336,91.54545454545455,8,11
1493,Austria,Riesling,2006,4,66.63636363636364,94.27272727272727,8,11
1494,Austria,Riesling,2007,1,24.25,85.25,4,4
1495,Austria,Riesling,2007,2,23.363636363636363,88.16666666666667,10,12
1496,Austria,Riesling,2007,3,42.142857142857146,91.15,14,20
1497,Austria,Riesling,2007,4,80.0,94.5,2,4
1498,Austria,Riesling,2008,1,22.0,84.0,1,1
1499,Austria,Riesling,2008,2,22.0,87.5,2,2
1500,Austria,Riesling,2008,3,34.6,91.0,5,7
1501,Austria,Riesling,2008,4,53.0,94.5,4,4
1502,Austria,Riesling,2009,2,27.22222222222222,88.66666666666667,6,9
1503,Austria,Riesling,2009,3,29.75,91.4,11,15
1504,Austria,Riesling,2009,4,38.0,95.5,2,2
1505,Austria,Riesling,2010,2,28.0,88.0,1,1
1506,Austria,Riesling,2010,3,39.7,91.66666666666667,14,18
1507,Austria,Riesling,2010,4,85.66666666666667,95.2,3,5
1508,Austria,Riesling,2011,1,32.0,86.0,1,1
1509,Austria,Riesling,2011,2,20.142857142857142,87.92307692307692,11,13
1510,Austria,Riesling,2011,3,33.833333333333336,91.29166666666667,15,24
1511,Austria,Riesling,2011,4,74.5,94.6,3,5
1512,Austria,Riesling,2012,1,19.5,85.75,4,4
1513,Austria,Riesling,2012,2,24.636363636363637,88.26666666666667,12,15
1514,Austria,Riesling,2012,3,32.611111111111114,91.84615384615384,18,26
1515,Austria,Riesling,2012,4,56.833333333333336,94.47058823529412,13,17
1516,Austria,Riesling,2013,1,15.0,86.0,2,2
1517,Austria,Riesling,2013,2,25.3125,88.36842105263158,16,19
1518,Austria,Riesling,2013,3,38.48837209302326,91.47916666666667,33,48
1519,Austria,Riesling,2013,4,51.43478260869565,94.6923076923077,14,26
1520,Austria,Riesling,2014,2,28.533333333333335,88.5625,12,16
1521,Austria,Riesling,2014,3,35.59615384615385,91.61111111111111,35,54
1522,Austria,Riesling,2014,4,53.51851851851852,94.85185185185185,12,27
1523,Austria,Riesling,2015,2,18.75,88.66666666666667,9,9
1524,Austria,Riesling,2015,3,30.696428571428573,91.57627118644068,40,59
1525,Austria,Riesling,2015,4,53.2962962962963,94.48275862068965,15,29
1526,Austria,Rosé,2007,1,14.0,84.0,1,1
1527,Austria,Rosé,2009,1,14.0,86.0,1,1
1528,Austria,Rosé,2011,1,13.25,85.0,4,4
1529,Austria,Rosé,2012,1,15.2,85.42857142857143,5,7
1530,Austria,Rosé,2013,1,12.0,86.0,1,1
1531,Austria,Rosé,2013,2,15.0,88.33333333333333,3,3
1532,Austria,Rosé,2013,3,23.5,90.33333333333333,3,3
1533,Austria,Rosé,2014,1,10.0,86.0,1,1
1534,Austria,Rosé,2014,2,14.666666666666666,87.66666666666667,5,6
1535,Austria,Rosé,2014,3,16.0,90.0,1,1
1536,Austria,Rosé,2015,2,15.428571428571429,88.14285714285714,5,7
1537,Austria,Rosé,2015,3,18.22222222222222,90.55555555555556,8,9
1538,Austria,Roter Traminer,2006,3,26.0,90.0,1,1
1539,Austria,Roter Traminer,2011,3,,91.0,1,1
1540,Austria,Roter Traminer,2012,2,31.0,89.0,1,1
1541,Austria,Roter Traminer,2014,2,34.0,89.0,1,1
1542,Austria,Roter Traminer,2015,3,,90.0,1,1
1543,Austria,Roter Veltliner,2006,2,26.0,87.0,1,1
1544,Austria,Roter Veltliner,2012,3,,92.0,1,1
1545,Austria,Roter Veltliner,2013,2,,89.0,1,2
1546,Austria,Roter Veltliner,2013,3,49.666666666666664,91.0,3,4
1547,Austria,Roter Veltliner,2014,2,36.5,89.0,2,2
1548,Austria,Roter Veltliner,2014,3,,91.0,1,1
1549,Austria,Roter Veltliner,2015,3,24.0,91.0,1,1
1550,Austria,Rotgipfler,2009,3,,90.0,1,1
1551,Austria,Rotgipfler,2011,1,,86.0,1,2
1552,Austria,Rotgipfler,2011,2,20.0,89.0,1,1
1553,Austria,Rotgipfler,2011,3,39.333333333333336,90.66666666666667,2,3
1554,Austria,Rotgipfler,2012,2,20.0,88.5,3,4
1555,Austria,Rotgipfler,2012,3,30.0,92.0,1,1
1556,Austria,Rotgipfler,2013,2,22.5,88.0,2,2
1557,Austria,Rotgipfler,2014,3,24.75,90.5,2,4
1558,Austria,Rotgipfler,2015,2,35.0,87.66666666666667,2,3
1559,Austria,Rotgipfler,2015,3,25.75,91.5,3,4
1560,Austria,Sauvignon,2014,2,26.0,89.0,2,2
1561,Austria,Sauvignon Blanc,2006,2,42.333333333333336,88.0,3,3
1562,Austria,Sauvignon Blanc,2006,3,37.0,90.33333333333333,3,3
1563,Austria,Sauvignon Blanc,2007,0,17.0,82.0,1,1
1564,Austria,Sauvignon Blanc,2007,2,18.0,88.0,1,1
1565,Austria,Sauvignon Blanc,2008,1,18.0,85.0,1,1
1566,Austria,Sauvignon Blanc,2008,2,21.5,87.5,2,2
1567,Austria,Sauvignon Blanc,2008,3,45.0,92.5,2,2
1568,Austria,Sauvignon Blanc,2009,2,,87.0,1,1
1569,Austria,Sauvignon Blanc,2009,3,,92.0,2,3
1570,Austria,Sauvignon Blanc,2010,1,,84.0,1,1
1571,Austria,Sauvignon Blanc,2010,2,23.0,87.0,1,1
1572,Austria,Sauvignon Blanc,2010,3,52.0,92.0,3,4
1573,Austria,Sauvignon Blanc,2011,1,22.0,84.5,2,2
1574,Austria,Sauvignon Blanc,2011,2,29.5,88.6,5,5
1575,Austria,Sauvignon Blanc,2011,3,49.25,92.4,4,5
1576,Austria,Sauvignon Blanc,2012,1,,85.0,2,3
1577,Austria,Sauvignon Blanc,2012,2,24.5,88.0,6,8
1578,Austria,Sauvignon Blanc,2012,3,44.25,91.375,5,8
1579,Austria,Sauvignon Blanc,2012,4,69.0,94.0,1,1
1580,Austria,Sauvignon Blanc,2013,2,19.875,88.11111111111111,7,9
1581,Austria,Sauvignon Blanc,2013,3,32.166666666666664,90.46153846153847,9,13
1582,Austria,Sauvignon Blanc,2013,4,60.0,94.0,1,1
1583,Austria,Sauvignon Blanc,2014,2,27.555555555555557,88.4,6,10
1584,Austria,Sauvignon Blanc,2014,3,34.77777777777778,90.54545454545455,9,11
1585,Austria,Sauvignon Blanc,2015,2,13.0,89.0,3,4
1586,Austria,Sauvignon Blanc,2015,3,24.11111111111111,90.5,6,10
1587,Austria,Sauvignon Blanc-Chardonnay,2005,3,35.0,90.0,1,1
1588,Austria,Sauvignon Blanc-Chardonnay,2010,3,34.0,91.5,1,2
1589,Austria,Scheurebe,2005,3,86.0,92.0,1,1
1590,Austria,Scheurebe,2007,3,25.0,90.0,1,1
1591,Austria,Scheurebe,2008,3,84.0,90.0,1,1
1592,Austria,Scheurebe,2008,4,103.0,97.0,1,1
1593,Austria,Scheurebe,2010,3,15.0,91.0,2,2
1594,Austria,Scheurebe,2010,4,125.0,97.0,1,1
1595,Austria,Scheurebe,2011,2,17.0,87.0,2,2
1596,Austria,Scheurebe,2011,3,105.0,92.0,1,1
1597,Austria,Scheurebe,2012,4,51.0,95.0,1,1
1598,Austria,Scheurebe,2013,2,18.0,89.0,1,1
1599,Austria,Scheurebe,2013,4,95.0,97.0,1,1
1600,Austria,Scheurebe,2014,2,15.0,88.0,1,1
1601,Austria,Scheurebe,2015,4,24.0,94.0,1,1
1602,Austria,Shiraz,2011,3,45.0,91.0,1,1
1603,Austria,Sparkling Blend,2010,2,28.25,88.25,3,4
1604,Austria,Sparkling Blend,2010,3,42.0,91.0,3,3
1605,Austria,Sparkling Blend,2011,2,28.5,88.5,2,2
1606,Austria,Sparkling Blend,2011,3,44.0,91.5,1,2
1607,Austria,Sparkling Blend,2012,1,25.0,86.0,1,1
1608,Austria,Sparkling Blend,2012,2,27.0,87.75,2,4
1609,Austria,Sparkling Blend,2012,3,32.5,92.0,2,2
1610,Austria,Sparkling Blend,2013,2,20.0,89.0,1,1
1611,Austria,Sparkling Blend,2013,3,34.22222222222222,91.22222222222223,4,9
1612,Austria,Sparkling Blend,2014,3,30.0,90.0,1,1
1613,Austria,Sparkling Blend,2015,2,28.0,88.5,1,2
1614,Austria,St. Laurent,2005,2,41.0,88.0,2,2
1615,Austria,St. Laurent,2005,3,40.0,91.0,1,1
1616,Austria,St. Laurent,2006,1,10.0,84.0,1,1
1617,Austria,St. Laurent,2006,2,29.0,88.5,4,4
1618,Austria,St. Laurent,2007,1,,86.0,1,1
1619,Austria,St. Laurent,2007,3,90.0,90.5,1,2
1620,Austria,St. Laurent,2008,1,22.0,86.0,2,3
1621,Austria,St. Laurent,2008,2,44.0,89.0,1,1
1622,Austria,St. Laurent,2009,1,24.0,86.0,1,1
1623,Austria,St. Laurent,2009,2,23.25,88.0,4,4
1624,Austria,St. Laurent,2010,3,22.0,90.0,1,1
1625,Austria,St. Laurent,2011,1,36.0,86.0,1,1
1626,Austria,St. Laurent,2011,2,28.714285714285715,88.3076923076923,12,13
1627,Austria,St. Laurent,2011,3,52.0,91.75,3,4
1628,Austria,St. Laurent,2011,4,55.0,94.0,1,1
1629,Austria,St. Laurent,2012,2,,89.0,1,1
1630,Austria,St. Laurent,2012,3,45.5,92.0,5,5
1631,Austria,St. Laurent,2012,4,60.0,94.5,1,2
1632,Austria,St. Laurent,2013,2,14.333333333333334,87.66666666666667,3,6
1633,Austria,St. Laurent,2013,3,32.42857142857143,92.14285714285714,5,7
1634,Austria,St. Laurent,2013,4,61.5,94.0,2,2
1635,Austria,St. Laurent,2014,2,17.5,89.0,2,2
1636,Austria,St. Laurent,2014,3,28.333333333333332,91.33333333333333,2,3
1637,Austria,St. Laurent,2015,2,13.0,88.0,2,2
1638,Austria,St. Laurent,2015,3,21.0,91.2,9,15
1639,Austria,Syrah,2012,2,13.0,89.0,1,1
1640,Austria,Sämling,2007,2,46.0,89.0,1,1
1641,Austria,Sämling,2010,3,,91.0,1,1
1642,Austria,Sämling,2010,4,,94.0,1,1
1643,Austria,Sämling,2011,4,,94.0,1,1
1644,Austria,Sämling,2013,2,25.0,88.0,1,1
1645,Austria,Traminer,2006,2,21.0,87.0,1,1
1646,Austria,Traminer,2007,2,20.0,87.0,1,1
1647,Austria,Traminer,2008,2,25.333333333333332,87.33333333333333,3,3
1648,Austria,Traminer,2010,2,,89.0,1,1
1649,Austria,Traminer,2010,4,100.0,96.0,1,1
1650,Austria,Traminer,2011,2,28.0,87.5,2,2
1651,Austria,Traminer,2012,2,23.5,88.5,2,2
1652,Austria,Traminer,2012,3,44.0,92.5,2,2
1653,Austria,Traminer,2013,2,38.0,89.0,1,2
1654,Austria,Traminer,2013,3,27.0,92.0,1,2
1655,Austria,Traminer,2013,4,30.0,94.0,1,1
1656,Austria,Weissburgunder,2006,2,19.0,87.0,1,1
1657,Austria,Weissburgunder,2007,2,15.0,87.0,1,1
1658,Austria,Weissburgunder,2009,2,19.0,87.0,1,1
1659,Austria,Weissburgunder,2011,2,19.0,87.0,1,1
1660,Austria,Weissburgunder,2011,3,25.0,90.0,2,2
1661,Austria,Weissburgunder,2012,2,,88.33333333333333,3,3
1662,Austria,Weissburgunder,2012,3,29.75,91.5,6,6
1663,Austria,Weissburgunder,2013,1,,84.0,1,1
1664,Austria,Weissburgunder,2013,2,25.666666666666668,88.66666666666667,2,3
1665,Austria,Weissburgunder,2013,3,37.0,90.0,1,1
1666,Austria,Weissburgunder,2014,2,22.5,88.0,2,2
1667,Austria,Weissburgunder,2014,3,33.333333333333336,90.66666666666667,2,3
1668,Austria,Weissburgunder,2015,2,18.0,89.0,1,1
1669,Austria,Weissburgunder,2015,3,31.333333333333332,91.25,4,4
1670,Austria,Welschriesling,2005,3,37.0,92.0,1,1
1671,Austria,Welschriesling,2006,3,40.0,91.0,1,1
1672,Austria,Welschriesling,2007,1,12.0,85.0,1,1
1673,Austria,Welschriesling,2007,3,44.0,90.0,1,1
1674,Austria,Welschriesling,2008,3,57.5,90.5,2,2
1675,Austria,Welschriesling,2008,5,,98.0,1,1
1676,Austria,Welschriesling,2009,3,39.0,92.0,1,1
1677,Austria,Welschriesling,2010,2,29.0,87.0,1,1
1678,Austria,Welschriesling,2012,2,23.0,88.0,1,1
1679,Austria,Welschriesling,2012,3,30.0,92.0,1,1
1680,Austria,Welschriesling,2012,4,46.0,94.0,1,1
1681,Austria,Welschriesling,2013,1,12.0,86.0,1,1
1682,Austria,Welschriesling,2013,3,29.0,93.0,1,2
1683,Austria,Welschriesling,2013,4,35.0,94.0,1,1
1684,Austria,Welschriesling,2014,0,15.0,82.0,1,1
1685,Austria,Welschriesling,2015,2,13.0,88.0,1,1
1686,Austria,White Blend,2004,3,70.0,91.0,1,1
1687,Austria,White Blend,2005,2,57.0,88.0,1,1
1688,Austria,White Blend,2005,3,46.0,91.0,1,1
1689,Austria,White Blend,2006,3,20.0,90.0,1,1
1690,Austria,White Blend,2006,4,27.0,94.0,1,1
1691,Austria,White Blend,2007,1,,86.0,1,1
1692,Austria,White Blend,2007,2,15.0,87.0,1,1
1693,Austria,White Blend,2008,1,21.0,85.0,1,1
1694,Austria,White Blend,2008,2,15.0,87.0,1,1
1695,Austria,White Blend,2008,3,55.0,92.0,1,1
1696,Austria,White Blend,2009,1,,85.0,1,1
1697,Austria,White Blend,2010,3,,91.5,2,2
1698,Austria,White Blend,2011,3,34.0,92.0,1,1
1699,Austria,White Blend,2011,4,99.0,95.0,1,1
1700,Austria,White Blend,2012,1,17.0,85.0,1,1
1701,Austria,White Blend,2012,2,,89.0,2,2
1702,Austria,White Blend,2012,3,35.0,92.6,5,5
1703,Austria,White Blend,2012,4,45.0,96.0,1,1
1704,Austria,White Blend,2013,1,,85.0,1,1
1705,Austria,White Blend,2013,2,16.0,88.0,2,2
1706,Austria,White Blend,2013,3,37.0,91.8,5,5
1707,Austria,White Blend,2013,4,59.0,95.5,1,2
1708,Austria,White Blend,2014,2,17.5,88.5,4,6
1709,Austria,White Blend,2014,3,24.2,90.4,5,5
1710,Austria,White Blend,2014,4,160.0,96.0,1,1
1711,Austria,White Blend,2015,2,17.0,88.5,3,4
1712,Austria,White Blend,2015,3,19.166666666666668,90.16666666666667,6,6
1713,Austria,Zierfandler,2008,3,,91.0,1,1
1714,Austria,Zierfandler,2009,3,,93.0,1,1
1715,Austria,Zierfandler,2011,2,42.0,87.0,1,1
1716,Austria,Zierfandler,2011,3,34.0,91.0,1,1
1717,Austria,Zierfandler,2012,2,15.0,89.0,1,1
1718,Austria,Zierfandler,2012,3,37.5,92.0,2,2
1719,Austria,Zierfandler,2013,3,37.0,90.0,1,1
1720,Austria,Zierfandler,2014,2,40.0,89.0,1,1
1721,Austria,Zierfandler,2014,3,19.0,92.0,1,1
1722,Austria,Zierfandler,2015,2,35.0,88.5,1,4
1723,Austria,Zierfandler,2015,3,40.0,91.0,1,1
1724,Austria,Zierfandler-Rotgipfler,2013,2,,89.0,1,1
1725,Austria,Zierfandler-Rotgipfler,2013,3,22.5,91.0,2,2
1726,Austria,Zierfandler-Rotgipfler,2015,2,25.0,89.0,1,1
1727,Austria,Zweigelt,2005,1,24.0,85.0,2,2
1728,Austria,Zweigelt,2005,3,36.0,90.0,1,1
1729,Austria,Zweigelt,2006,1,16.0,85.5,5,6
1730,Austria,Zweigelt,2006,2,17.75,87.25,3,4
1731,Austria,Zweigelt,2007,1,23.0,85.5,2,2
1732,Austria,Zweigelt,2007,2,23.0,87.8,4,5
1733,Austria,Zweigelt,2008,1,17.0,84.0,1,1
1734,Austria,Zweigelt,2008,2,18.0,87.5,3,4
1735,Austria,Zweigelt,2008,3,,91.0,1,1
1736,Austria,Zweigelt,2009,1,22.0,85.75,4,4
1737,Austria,Zweigelt,2009,2,26.714285714285715,88.25,6,8
1738,Austria,Zweigelt,2009,3,26.0,91.0,2,2
1739,Austria,Zweigelt,2010,1,,85.0,1,1
1740,Austria,Zweigelt,2010,2,19.0,87.5,2,2
1741,Austria,Zweigelt,2010,3,36.5,91.5,2,2
1742,Austria,Zweigelt,2010,4,35.0,94.0,1,1
1743,Austria,Zweigelt,2011,0,9.0,82.0,1,1
1744,Austria,Zweigelt,2011,1,13.166666666666666,84.75,11,12
1745,Austria,Zweigelt,2011,2,19.2,88.18181818181819,9,11
1746,Austria,Zweigelt,2011,3,34.72727272727273,91.0,9,12
1747,Austria,Zweigelt,2012,0,,82.0,1,1
1748,Austria,Zweigelt,2012,1,16.625,85.11111111111111,8,9
1749,Austria,Zweigelt,2012,2,29.0,88.3,6,10
1750,Austria,Zweigelt,2012,3,38.0,91.5,4,4
1751,Austria,Zweigelt,2013,1,15.6,85.2,4,5
1752,Austria,Zweigelt,2013,2,18.636363636363637,88.36363636363636,10,11
1753,Austria,Zweigelt,2013,3,22.0,90.4,14,20
1754,Austria,Zweigelt,2014,2,13.666666666666666,88.3,9,10
1755,Austria,Zweigelt,2014,3,23.428571428571427,90.66666666666667,6,9
1756,Austria,Zweigelt,2015,1,15.0,86.0,1,2
1757,Austria,Zweigelt,2015,2,16.0,88.42857142857143,18,21
1758,Austria,Zweigelt,2015,3,19.416666666666668,90.5,8,12
1759,Bosnia and Herzegovina,Blatina,2011,2,12.0,88.0,1,1
1760,Bosnia and Herzegovina,Vranec,2007,1,13.0,85.0,1,1
1761,Brazil,Bordeaux-style Red Blend,2004,0,10.0,82.0,1,1
1762,Brazil,Cabernet Franc,2013,1,,84.0,1,1
