,country,province,region_1,variety,price
307,Australia,Australia Other,Australia,Shiraz,2
308,Australia,Australia Other,Australia,Shiraz-Grenache,1
309,Australia,Australia Other,Australia,Sparkling Blend,2
310,Australia,Australia Other,Australia,White Blend,1
311,Australia,Australia Other,Australia-New Zealand,Sauvignon Blanc,1
312,Australia,Australia Other,Central Ranges,Chardonnay,1
313,Australia,Australia Other,Central Ranges,Shiraz,3
314,Australia,Australia Other,Central Ranges,Shiraz-Cabernet Sauvignon,2
315,Australia,Australia Other,South Eastern Australia,Cabernet Merlot,1
316,Australia,Australia Other,South Eastern Australia,Cabernet Sauvignon,16
317,Australia,Australia Other,South Eastern Australia,Cabernet Sauvignon-Merlot,1
318,Australia,Australia Other,South Eastern Australia,Champagne Blend,2
319,Australia,Australia Other,South Eastern Australia,Chardonnay,75
320,Australia,Australia Other,South Eastern Australia,G-S-M,1
321,Australia,Australia Other,South Eastern Australia,Merlot,8
322,Australia,Australia Other,South Eastern Australia,Moscato,3
323,Australia,Australia Other,South Eastern Australia,Muscat,1
324,Australia,Australia Other,South Eastern Australia,Petite Sirah,3
325,Australia,Australia Other,South Eastern Australia,Pinot Grigio,9
326,Australia,Australia Other,South Eastern Australia,Pinot Noir,4
327,Australia,Australia Other,South Eastern Australia,Port,1
328,Australia,Australia Other,South Eastern Australia,Red Blend,6
329,Australia,Australia Other,South Eastern Australia,Riesling,2
330,Australia,Australia Other,South Eastern Australia,Rosé,1
331,Australia,Australia Other,South Eastern Australia,Sauvignon Blanc,3
332,Australia,Australia Other,South Eastern Australia,Semillon-Sauvignon Blanc,1
333,Australia,Australia Other,South Eastern Australia,Shiraz,42
334,Australia,Australia Other,South Eastern Australia,Shiraz-Cabernet Sauvignon,9
335,Australia,Australia Other,South Eastern Australia,Shiraz-Viognier,2
336,Australia,Australia Other,South Eastern Australia,Sparkling Blend,13
337,Australia,Australia Other,South Eastern Australia,Viognier,1
338,Australia,New South Wales,Gundagai,Shiraz,3
339,Australia,New South Wales,Hilltops,Cabernet Sauvignon,1
340,Australia,New South Wales,Hilltops,Shiraz,1
341,Australia,New South Wales,Hunter Valley,Chardonnay,16
342,Australia,New South Wales,Hunter Valley,Shiraz,17
343,Australia,New South Wales,Hunter Valley,Sémillon,13
344,Australia,New South Wales,Hunter Valley,Verdelho,1
345,Australia,New South Wales,Mudgee,Chardonnay,3
346,Australia,New South Wales,Mudgee,Rosé,1
347,Australia,New South Wales,New South Wales,Cabernet Sauvignon,1
348,Australia,New South Wales,New South Wales,Chardonnay,5
349,Australia,New South Wales,New South Wales,Moscato,1
350,Australia,New South Wales,New South Wales,Muscat Hamburg,1
351,Australia,New South Wales,New South Wales,Pinot Noir,1
352,Australia,New South Wales,New South Wales,Shiraz,1
353,Australia,New South Wales,New South Wales,Sémillon,1
354,Australia,New South Wales,Orange,Chardonnay,3
355,Australia,New South Wales,Orange,Malbec,1
356,Australia,New South Wales,Orange,Merlot,1
357,Australia,New South Wales,Orange,Sauvignon Blanc,1
358,Australia,New South Wales,Orange,Shiraz,1
359,Australia,New South Wales,Riverina,Cabernet Sauvignon,3
360,Australia,New South Wales,Riverina,Chardonnay,1
361,Australia,New South Wales,Riverina,Sparkling Blend,1
362,Australia,New South Wales,Riverina,Sémillon,1
363,Australia,New South Wales,Southern Highlands,Cabernet Sauvignon,1
364,Australia,New South Wales,Tumbarumba,Chardonnay,2
365,Australia,New South Wales,Western Plains,Shiraz,2
366,Australia,South Australia,Adelaide,Bordeaux-style Red Blend,1
367,Australia,South Australia,Adelaide,Chardonnay,2
368,Australia,South Australia,Adelaide,Chardonnay-Semillon,1
369,Australia,South Australia,Adelaide,Red Blend,2
370,Australia,South Australia,Adelaide,Rhône-style White Blend,1
371,Australia,South Australia,Adelaide,Riesling,2
372,Australia,South Australia,Adelaide,Viognier,2
373,Australia,South Australia,Adelaide,White Blend,5
374,Australia,South Australia,Adelaide Hills,Cabernet Sauvignon,2
375,Australia,South Australia,Adelaide Hills,Champagne Blend,1
376,Australia,South Australia,Adelaide Hills,Chardonnay,40
377,Australia,South Australia,Adelaide Hills,Pinot Grigio,6
378,Australia,South Australia,Adelaide Hills,Pinot Gris,2
379,Australia,South Australia,Adelaide Hills,Pinot Noir,20
380,Australia,South Australia,Adelaide Hills,Riesling,3
381,Australia,South Australia,Adelaide Hills,Sauvignon Blanc,23
382,Australia,South Australia,Adelaide Hills,Semillon-Sauvignon Blanc,1
383,Australia,South Australia,Adelaide Hills,Shiraz,4
384,Australia,South Australia,Adelaide Hills,Syrah,2
385,Australia,South Australia,Adelaide Hills,Viognier,1
386,Australia,South Australia,Adelaide Plains,Cabernet Sauvignon,2
387,Australia,South Australia,Adelaide Plains,Chardonnay,1
388,Australia,South Australia,Adelaide Plains,Merlot,1
389,Australia,South Australia,Barossa,Cabernet Sauvignon,20
390,Australia,South Australia,Barossa,Cabernet Sauvignon-Shiraz,6
391,Australia,South Australia,Barossa,Chardonnay,3
392,Australia,South Australia,Barossa,Chardonnay-Semillon,2
393,Australia,South Australia,Barossa,G-S-M,6
394,Australia,South Australia,Barossa,Grenache,8
395,Australia,South Australia,Barossa,Mourvèdre,1
396,Australia,South Australia,Barossa,Red Blend,9
397,Australia,South Australia,Barossa,Rhône-style Red Blend,1
398,Australia,South Australia,Barossa,Riesling,7
399,Australia,South Australia,Barossa,Rosé,1
400,Australia,South Australia,Barossa,Semillon-Sauvignon Blanc,1
401,Australia,South Australia,Barossa,Shiraz,67
402,Australia,South Australia,Barossa,Shiraz-Mourvèdre,1
403,Australia,South Australia,Barossa,Shiraz-Viognier,4
404,Australia,South Australia,Barossa,White Blend,1
405,Australia,South Australia,Barossa Valley,Cabernet Sauvignon,15
406,Australia,South Australia,Barossa Valley,Champagne Blend,1
407,Australia,South Australia,Barossa Valley,Chardonnay,9
408,Australia,South Australia,Barossa Valley,G-S-M,7
409,Australia,South Australia,Barossa Valley,Grenache,12
410,Australia,South Australia,Barossa Valley,Malbec,1
411,Australia,South Australia,Barossa Valley,Mataro,4
412,Australia,South Australia,Barossa Valley,Moscato,1
413,Australia,South Australia,Barossa Valley,Mourvèdre,5
414,Australia,South Australia,Barossa Valley,Petite Sirah,1
415,Australia,South Australia,Barossa Valley,Red Blend,6
416,Australia,South Australia,Barossa Valley,Rhône-style Red Blend,4
417,Australia,South Australia,Barossa Valley,Rhône-style White Blend,2
418,Australia,South Australia,Barossa Valley,Rosé,6
419,Australia,South Australia,Barossa Valley,Semillon-Chardonnay,1
420,Australia,South Australia,Barossa Valley,Shiraz,76
421,Australia,South Australia,Barossa Valley,Shiraz-Cabernet Sauvignon,1
422,Australia,South Australia,Barossa Valley,Shiraz-Grenache,1
423,Australia,South Australia,Barossa Valley,Shiraz-Viognier,7
424,Australia,South Australia,Barossa Valley,Sémillon,3
425,Australia,South Australia,Barossa Valley,Viognier,1
426,Australia,South Australia,Barossa Valley,White Blend,1
427,Australia,South Australia,Barossa Valley,Zinfandel,2
428,Australia,South Australia,Barossa-Adelaide Hills,White Blend,0
429,Australia,South Australia,Barossa-Langhorne Creek,Cabernet Sauvignon,1
430,Australia,South Australia,Clare Valley,Bordeaux-style Red Blend,1
431,Australia,South Australia,Clare Valley,Cabernet Sauvignon,22
432,Australia,South Australia,Clare Valley,Chardonnay,3
433,Australia,South Australia,Clare Valley,Grenache,4
434,Australia,South Australia,Clare Valley,Pinot Gris,1
435,Australia,South Australia,Clare Valley,Red Blend,3
